HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols
HGNC:28313	TET3	Approved		MGC22014, hCG_40738
HGNC:30884	TEX2	Approved		HT008, TMEM96, KIAA1738
HGNC:11739	TEX4	Symbol Withdrawn		
HGNC:29585	TEX9	Approved		
HGNC:25988	TEX10	Approved		FLJ20287, bA208F1.2, Ipi1
HGNC:11733	TEX11	Approved		TSGA3, TGC1, ZIP4, ZIP4H, MZIP4, Spo22
HGNC:11734	TEX12	Approved		
HGNC:58436	TEX12-AS1	Approved		
HGNC:11735	TEX13A	Approved		
HGNC:11736	TEX13B	Approved		TSGA5, TGC3B
HGNC:52277	TEX13C	Approved		
HGNC:52278	TEX13D	Approved		
HGNC:11737	TEX14	Approved		CT113, SgK307
HGNC:51268	TEX14BP	Approved	LINC01529	LNCGM1082
HGNC:11738	TEX15	Approved		CT42
HGNC:37957	TEX16P	Approved		
HGNC:33802	TEX19	Approved		FLJ35767
HGNC:35455	TEX21P	Approved		
HGNC:40026	TEX22	Approved		
HGNC:28622	TEX26	Approved	C13orf26	MGC40178
HGNC:42784	TEX26-AS1	Approved	LINC00447	
HGNC:58403	TEX26-AS2	Approved		
HGNC:2563	TEX28	Approved	CXorf2	fTEX
HGNC:33356	TEX28P1	Approved		pTEX
HGNC:33357	TEX28P2	Approved		pTEX, CXorf2B
HGNC:55924	TEX28P3	Approved		
HGNC:20370	TEX29	Approved	C13orf16	bA474D23.1, MGC35169
HGNC:25188	TEX30	Approved	C13orf27	
HGNC:25366	TEX35	Approved	C1orf49	DKFZP564J047, TSC24
HGNC:31653	TEX36	Approved	C10orf122	bA383C5.1
HGNC:49500	TEX36-AS1	Approved		
HGNC:29589	TEX38	Approved	C1orf223, ATPAF1-AS1	LOC374973, THEG4
HGNC:48667	TEX41	Approved		DKFZp686O1327, LINC00953
HGNC:28563	TEX44	Approved	C2orf57	MGC35154
HGNC:44651	TEX46	Approved	C1orf234	
HGNC:22402	TEX47	Approved	C7orf62	MGC26647, DYBLUF
HGNC:52393	TEX48	Approved		
HGNC:52382	TEX50	Approved		
HGNC:52387	TEX51	Approved		
HGNC:53643	TEX52	Approved		
HGNC:53655	TEX53	Approved		
HGNC:53729	TEX54	Approved		
HGNC:26553	TEX55	Approved	C3orf30	FLJ32859, TSCPA
HGNC:21620	TEX56P	Approved	C6orf201	dJ1013A10.5
HGNC:30722	TEX101	Approved		MGC4766, SGRG, CT131, SPATA44, TES101RP
HGNC:55030	TEX101P1	Approved		
HGNC:30712	TEX261	Approved		MGC32043, TEG-261
HGNC:30247	TEX264	Approved		ZSIG11, FLJ13935
HGNC:11740	TF	Approved		PRO1557, PRO2086
HGNC:11741	TFAM	Approved	TCF6, TCF6L2	
HGNC:11636	TFAMP1	Approved	TCF6L1	MTTF1
HGNC:11638	TFAMP2	Approved	TCF6L3	MTTF1
HGNC:11742	TFAP2A	Approved	TFAP2, AP2TF	AP-2, AP-2alpha
HGNC:40579	TFAP2A-AS1	Approved		
HGNC:52289	TFAP2A-AS2	Approved		HIPSTR
HGNC:11743	TFAP2B	Approved		AP2-B, AP-2beta
HGNC:11744	TFAP2C	Approved		AP2-GAMMA, ERF1, TFAP2G, hAP-2g
HGNC:15581	TFAP2D	Approved	TFAP2BL1	AP-2delta
HGNC:30774	TFAP2E	Approved		AP2E, AP-2epsilon
HGNC:41274	TFAP2E-AS1	Approved		
HGNC:11745	TFAP4	Approved		AP-4, bHLHc41
HGNC:17037	TFB1M	Approved		mtTFB, CGI-75
HGNC:18559	TFB2M	Approved		FLJ23182, FLJ22661, Hkp1
HGNC:56898	TFB2MP1	Approved		
HGNC:11746	TFCOUP1	Symbol Withdrawn		
HGNC:11747	TFCOUP2	Symbol Withdrawn		
HGNC:11748	TFCP2	Approved		CP2, LSF, LBP-1C, TFCP2C
HGNC:17925	TFCP2L1	Approved		LBP-9, CRTR1
HGNC:11749	TFDP1	Approved		Dp-1, DRTF1, DP1, DILC
HGNC:11750	TFDP1P1	Approved	TFDP1P	
HGNC:54930	TFDP1P2	Approved		
HGNC:54931	TFDP1P3	Approved		
HGNC:11751	TFDP2	Approved		Dp-2
HGNC:24603	TFDP3	Approved		HCA661, E2F-like, CT30
HGNC:11752	TFE3	Approved		TFEA, bHLHe33
HGNC:11753	TFEB	Approved		TCFEB, bHLHe35
HGNC:40580	TFEB-AS1	Approved		
HGNC:11754	TFEC	Approved		TCFEC, TFECL, bHLHe34
HGNC:11755	TFF1	Approved	BCEI	D21S21, HPS2, pS2, pNR-2, HP1.A
HGNC:11756	TFF2	Approved	SML1	
HGNC:11757	TFF3	Approved		HITF, ITF
HGNC:11758	TFG	Approved		TF6, FLJ36137, SPG57
HGNC:55068	TFGP1	Approved		
HGNC:17165	TFIP11	Approved		TIP39, DKFZP434B194, Spp382
HGNC:55374	TFIP11-DT	Approved		
HGNC:13465	TFNR	Symbol Withdrawn		
HGNC:11760	TFPI	Approved	LACI	EPI, TFI, TFPI1
HGNC:11761	TFPI2	Approved		PP5, TFPI-2, REF1
HGNC:40581	TFPI2-DT	Approved		
HGNC:13630	TFPT	Approved		FB1, amida, INO80F
HGNC:11762	TFR2	Approved		HFE3, TFRC2
HGNC:11763	TFRC	Approved		CD71, TFR1, p90
HGNC:11764	TG	Approved		TGN, AITD3
HGNC:13466	TGCT1	Entry Withdrawn		
HGNC:20324	TGDS	Approved		TDPGD, SDR2E1
HGNC:11765	TGFA	Approved		
HGNC:41389	TGFA-IT1	Approved		
HGNC:11766	TGFB1	Approved	TGFB, DPD1	CED, TGFbeta
HGNC:11767	TGFB1I1	Approved		Hic-5, TSC-5, ARA55, HIC-5
HGNC:11768	TGFB2	Approved		
HGNC:50628	TGFB2-AS1	Approved		
HGNC:50629	TGFB2-OT1	Approved		FLJ11812
HGNC:11769	TGFB3	Approved	ARVD1, ARVD	
HGNC:53144	TGFB3-AS1	Approved		ENST00000553732
HGNC:11770	TGFB4	Symbol Withdrawn		
HGNC:11771	TGFBI	Approved	CSD3, LCD1, CSD1, CSD2	BIGH3, CDB1, CDGG1
HGNC:11772	TGFBR1	Approved	MSSE, ESS1	ALK-5, ACVRLK4, ALK5, TBRI, TBR-i
HGNC:56999	TGFBR1P1	Approved		
HGNC:11773	TGFBR2	Approved	MFS2	TBRII, TBR-ii
HGNC:11774	TGFBR3	Approved		betaglycan, BGCAN
HGNC:44152	TGFBR3L	Approved		GEMP
HGNC:16836	TGFBRAP1	Approved		TRAP-1, TRAP1, VPS3
HGNC:56908	TGFBRAP1-AS1	Approved		AC012360.1
HGNC:11775	TGFBRE	Entry Withdrawn		TGFR
HGNC:11776	TGIF1	Approved	HPE4, TGIF	
HGNC:30730	TGIF1P1	Approved		
HGNC:15764	TGIF2	Approved		
HGNC:44664	TGIF2-RAB5IF	Approved	TGIF2-C20orf24	
HGNC:18570	TGIF2LX	Approved		
HGNC:18569	TGIF2LY	Approved		
HGNC:33317	TGIF2P1	Approved		
HGNC:33320	TGIF2P2	Entry Withdrawn		
HGNC:33318	TGIF2P3	Entry Withdrawn		
HGNC:33319	TGIF2P4	Entry Withdrawn		
HGNC:58116	TGILR	Approved		AL590004.3, RP1-140K8.5
HGNC:11777	TGM1	Approved	ICR2	TGASE, TGK, LI, LI1
HGNC:11778	TGM2	Approved		TGC, TG2
HGNC:11779	TGM3	Approved		TGE
HGNC:11780	TGM4	Approved		TGP
HGNC:11781	TGM5	Approved		TGX, TGMX
HGNC:16255	TGM6	Approved	TGM3L	dJ734P14.3, TGY, SCA35
HGNC:30790	TGM7	Approved		TGMZ
HGNC:15450	TGOLN2	Approved		TGN51, TGN46, TGN48, TGN38, TTGN2
HGNC:17843	TGS1	Approved	NCOA6IP	PIMT
HGNC:11782	TH	Approved		DYT5b
HGNC:40495	TH2LCRR	Approved		TH2-LCR
HGNC:18004	THA1P	Approved		GLY1
HGNC:19217	THADA	Approved		FLJ21877, KIAA1767, GITA, ARMC13, Trm732
HGNC:20856	THAP1	Approved	DYT6	FLJ10477, 4833431A01Rik
HGNC:20854	THAP2	Approved		DKFZP564I0422
HGNC:20855	THAP3	Approved		
HGNC:56895	THAP3P1	Approved		
HGNC:23187	THAP4	Approved		CGI-36, Nb(III)
HGNC:23188	THAP5	Approved		DKFZp313O1132
HGNC:22340	THAP5P1	Approved		
HGNC:44502	THAP5P2	Approved		
HGNC:23189	THAP6	Approved		MGC30052
HGNC:23190	THAP7	Approved		MGC10963
HGNC:41013	THAP7-AS1	Approved		
HGNC:23191	THAP8	Approved		FLJ32891
HGNC:23192	THAP9	Approved		FLJ34093
HGNC:44172	THAP9-AS1	Approved		
HGNC:23193	THAP10	Approved		
HGNC:23194	THAP11	Approved		HRIHFB2206, CTG-B45d, CTG-B43a, RONIN
HGNC:9440	THAP12	Approved	PRKRIR	P52rIPK, DAP4, THAP0
HGNC:39563	THAP12P1	Approved	PRKRIRP1	
HGNC:39566	THAP12P2	Approved	PRKRIRP2	
HGNC:39567	THAP12P3	Approved	PRKRIRP3	
HGNC:39568	THAP12P4	Approved	PRKRIRP4	
HGNC:39569	THAP12P5	Approved	PRKRIRP5	
HGNC:39570	THAP12P6	Approved	PRKRIRP6	
HGNC:39574	THAP12P7	Approved	PRKRIRP7	
HGNC:39572	THAP12P8	Approved	PRKRIRP8	
HGNC:39573	THAP12P9	Approved	PRKRIRP9	
HGNC:39741	THAP12P10	Approved	PRKRIRP10	
HGNC:11783	THAS	Entry Withdrawn		
HGNC:11784	THBD	Approved		CD141, THRM, BDCA-3
HGNC:11785	THBS1	Approved		TSP1, THBS, TSP, THBS-1, TSP-1
HGNC:55224	THBS1-AS1	Approved		
HGNC:55225	THBS1-IT1	Approved		TBULC
HGNC:11786	THBS2	Approved		TSP2
HGNC:56059	THBS2-AS1	Approved		
HGNC:11787	THBS3	Approved		
HGNC:40582	THBS3-AS1	Approved		
HGNC:11788	THBS4	Approved		
HGNC:40583	THBS4-AS1	Approved		
HGNC:11789	THC	Symbol Withdrawn		
HGNC:11790	THC2	Symbol Withdrawn		
HGNC:17947	THEM4	Approved		CTMP
HGNC:32692	THEM4P1	Approved		
HGNC:26755	THEM5	Approved		FLJ37964
HGNC:29656	THEM6	Approved	C8orf55	DSCD75
HGNC:50386	THEM7P	Approved		RP1-65P5.1
HGNC:21569	THEMIS	Approved	C6orf207, C6orf190, TSEPA	bA325O24.4, FLJ40584, bA325O24.3, THEMIS1
HGNC:16839	THEMIS2	Approved	C1orf38	ICB-1, Icb-1
HGNC:49196	THEMIS3P	Approved		
HGNC:26053	THG1L	Approved		ICF45, FLJ11601, FLJ20546, IHG-1, hTHG1
HGNC:11792	THM	Entry Withdrawn		
HGNC:26160	THNSL1	Approved		FLJ22002, TSH1
HGNC:25602	THNSL2	Approved		FLJ10916, TSH2, SOFAT
HGNC:19070	THOC1	Approved		P84, HPR1
HGNC:55334	THOC1-DT	Approved		
HGNC:19073	THOC2	Approved	CXorf3, MRX12, MRX35	THO2, dJ506G2.1
HGNC:19072	THOC3	Approved		TEX1, MGC5469
HGNC:40866	THOC3-AS1	Approved		
HGNC:19074	THOC5	Approved	C22orf19	PK1.3, KIAA0983, Fmip, fSAP79
HGNC:28369	THOC6	Approved	WDR58	MGC2655, fSAP35
HGNC:29874	THOC7	Approved		NIF3L1BP1, FLJ23445, fSAP24
HGNC:41249	THOC7-AS1	Approved		
HGNC:11793	THOP1	Approved		
HGNC:11794	THOP2	Entry Withdrawn		
HGNC:53788	THORLNC	Approved		THOR
HGNC:11795	THPO	Approved	MGDF	TPO, MPLLG
HGNC:11796	THRA	Approved	THRA1, THRA2, ERBA1	EAR-7.1/EAR-7.2, THRA3, AR7, ERBA, NR1A1, TRalpha, TRalpha1, TRalpha2, c-ERBA-1, c-erbA, THRalpha, THRalpha1, THRalpha2
HGNC:11797	THRA2	Symbol Withdrawn		
HGNC:11798	THRAL	Symbol Withdrawn		
HGNC:22964	THRAP3	Approved		TRAP150, BCLAF2
HGNC:32386	THRAP3P1	Approved	THRAP3L	
HGNC:54830	THRAP3P2	Approved		
HGNC:54834	THRAP3P3	Approved		
HGNC:11799	THRB	Approved	ERBA2, PRTH	THRB1, THRB2, NR1A2, THR1, ERBA-BETA, GRTH, TRbeta, TRb, c-erbA-beta, c-erbA-2, THRbeta, TRbeta1, THRbeta1, Thrbeta2
HGNC:44515	THRB-AS1	Approved		
HGNC:54854	THRB-AS2	Approved		
HGNC:41390	THRB-IT1	Approved		
HGNC:49503	THRIL	Approved		Linc1992, TCONS_00020260, BRI3BP-AS1
HGNC:11800	THRSP	Approved	LPGP1	SPOT14, Lpgp, S14, THRP
HGNC:17754	THSD1	Approved		TMTSP
HGNC:31375	THSD1P1	Approved	THSD1P	
HGNC:25835	THSD4	Approved		FVSY9334, PRO34005, FLJ13710, ADAMTSL6
HGNC:51420	THSD4-AS1	Approved		
HGNC:51421	THSD4-AS2	Approved		
HGNC:22207	THSD7A	Approved		KIAA0960
HGNC:29348	THSD7B	Approved		KIAA1679
HGNC:53785	THSD8	Approved		
HGNC:18987	THTPA	Approved		THTPASE
HGNC:23807	THUMPD1	Approved		FLJ20274, Tan1
HGNC:23808	THUMPD1P1	Approved		
HGNC:14890	THUMPD2	Approved	C2orf8	MGC2454
HGNC:24493	THUMPD3	Approved		DKFZP434F091
HGNC:44478	THUMPD3-AS1	Approved	SETD5-AS1	
HGNC:50793	THUMPD3P1	Approved		
HGNC:11801	THY1	Approved		CD90
HGNC:54852	THY1-AS1	Approved		RP11-334E6.12
HGNC:29560	THYN1	Approved		THY28
HGNC:11802	TIA1	Approved		TIA-1
HGNC:11803	TIAF1	Symbol Withdrawn		
HGNC:11804	TIAL1	Approved		TIAR
HGNC:56933	TIAL1P1	Approved		
HGNC:56938	TIALD	Approved		AC079360.1
HGNC:11805	TIAM1	Approved		
HGNC:54361	TIAM1-AS1	Approved		
HGNC:11806	TIAM2	Approved		STEF
HGNC:11807	TIC1	Symbol Withdrawn		
HGNC:18348	TICAM1	Approved		TRIF, TICAM-1, MGC35334, PRVTIRB
HGNC:21354	TICAM2	Approved		TRAM, TICAM-2, TIRP
HGNC:55575	TICAM2-AS1	Approved		
HGNC:28704	TICRR	Approved	C15orf42	MGC45866, FLJ41618, Treslin, SLD3
HGNC:11809	TIE1	Approved	TIE	JTK14
HGNC:19075	TIFA	Approved		MGC20791, T2BP, T6BP, TIFAA
HGNC:34024	TIFAB	Approved		
HGNC:1185	TIGAR	Approved	C12orf5	
HGNC:14523	TIGD1	Approved		EEYORE
HGNC:18333	TIGD2	Approved		
HGNC:18334	TIGD3	Approved		
HGNC:18335	TIGD4	Approved		
HGNC:18336	TIGD5	Approved		FLJ14926
HGNC:18332	TIGD6	Approved		DKFZp761E2110
HGNC:18331	TIGD7	Approved		Sancho
HGNC:26838	TIGIT	Approved	VSIG9, VSTM3	FLJ39873, DKFZp667A205
HGNC:18146	TIGM1	Symbol Withdrawn		
HGNC:52795	TILAM	Approved	LINC01969	
HGNC:53077	TILRLS	Approved		PILRLS
HGNC:25132	TIMD4	Approved		TIM4
HGNC:11813	TIMELESS	Approved		hTIM, TIM, TIM1
HGNC:11817	TIMM8A	Approved	DFN1	DDP, MTS
HGNC:17802	TIMM8AP1	Approved	TIMM8AP	DDPP
HGNC:11818	TIMM8B	Approved		TIM8B, DDP2, FLJ21744, MGC102866, MGC117373
HGNC:39211	TIMM8BP1	Approved		
HGNC:39212	TIMM8BP2	Approved		
HGNC:11819	TIMM9	Approved		TIM9A
HGNC:39928	TIMM9P1	Approved		
HGNC:39929	TIMM9P2	Approved		
HGNC:39930	TIMM9P3	Approved		
HGNC:11814	TIMM10	Approved		TIM10, TIM10A, TIMM10A
HGNC:4022	TIMM10B	Approved	FXC1	Tim9b, TIM10B
HGNC:11816	TIMM13	Approved	TIMM13B	Tim13
HGNC:11815	TIMM13A	Entry Withdrawn		
HGNC:17315	TIMM17A	Approved		TIM17, TIM17A
HGNC:17310	TIMM17B	Approved		DXS9822, JM3
HGNC:49865	TIMM17BP1	Approved		
HGNC:25010	TIMM21	Approved	C18orf55	HSPC154, TIM21
HGNC:17317	TIMM22	Approved	TEX4	TIM22
HGNC:17312	TIMM23	Approved		TIM23
HGNC:23581	TIMM23B	Approved		bA592B15.7
HGNC:45009	TIMM23B-AGAP6	Approved	LINC00843	
HGNC:25152	TIMM29	Approved	C19orf52	TIM29
HGNC:17316	TIMM44	Approved		TIM44
HGNC:23656	TIMM50	Approved		TIM50L, TIM50
HGNC:1321	TIMMDC1	Approved	C3orf1	FLJ22597
HGNC:55207	TIMMDC1-DT	Approved		AC073352.1
HGNC:11820	TIMP1	Approved	TIMP, CLGI	EPO
HGNC:11821	TIMP2	Approved		CSC-21K
HGNC:11822	TIMP3	Approved	SFD	
HGNC:11823	TIMP4	Approved		
HGNC:14599	TINAG	Approved		
HGNC:40691	TINAG-AS1	Approved		
HGNC:19168	TINAGL1	Approved	LCN7	P3ECSL, LIECG3, ARG1, TINAGRP
HGNC:14607	TINCR	Approved	PLAC2	FLJ90734, NCRNA00036, LINC00036, onco-lncRNA-16, TUBL
HGNC:11824	TINF2	Approved		TIN2
HGNC:23696	TIPARP	Approved		DKFZP434J214, DKFZp686N0351, DDF1, PARP7, PARP-7, PARP-1, pART14, RM1, ARTD14
HGNC:41028	TIPARP-AS1	Approved		
HGNC:30750	TIPIN	Approved		FLJ20516
HGNC:54963	TIPINP1	Approved		
HGNC:56789	TIPINP2	Approved		
HGNC:30231	TIPRL	Approved		MGC3794, dJ69E11.3, TIP41, TIPRL1
HGNC:17192	TIRAP	Approved		Mal, wyatt
HGNC:56069	TIRAP-AS1	Approved		
HGNC:11826	TITF2	Symbol Withdrawn		
HGNC:17949	TJAP1	Approved	TJP4	PILT
HGNC:55129	TJAP1P1	Approved		
HGNC:11827	TJP1	Approved		ZO-1, MGC133289, DKFZp686M05161
HGNC:14167	TJP1P1	Approved	TJP1P	
HGNC:11828	TJP2	Approved	DFNA51	ZO-2, X104, ZO2
HGNC:11829	TJP3	Approved		ZO-3
HGNC:11830	TK1	Approved		
HGNC:11831	TK2	Approved		SCA31
HGNC:11832	TKC	Symbol Withdrawn		
HGNC:11833	TKCR	Entry Withdrawn	TKC	
HGNC:24552	TKFC	Approved	DAK	DKFZP586B1621, NET45
HGNC:11834	TKT	Approved		
HGNC:11835	TKTL1	Approved		TKR, TKT2
HGNC:25313	TKTL2	Approved		FLJ32975, DKFZP434L1717
HGNC:25177	TLCD1	Approved		
HGNC:33522	TLCD2	Approved		
HGNC:29646	TLCD3A	Approved	FAM57A	FLJ22282, CT120
HGNC:25295	TLCD3B	Approved	FAM57B	DKFZP434I2117
HGNC:26477	TLCD4	Approved	TMEM56	FLJ31842
HGNC:49388	TLCD4-RWDD3	Approved	TMEM56-RWDD3	
HGNC:28280	TLCD5	Approved	TMEM136	MGC17839
HGNC:11836	TLCN	Symbol Withdrawn		
HGNC:16112	TLDC2	Approved	C20orf118	dJ132F21.2
HGNC:11837	TLE1	Approved		ESG1, GRG1, ESG, TLE-1
HGNC:55701	TLE1-DT	Approved		
HGNC:39438	TLE1P1	Approved		
HGNC:11838	TLE2	Approved		ESG2, GRG2, ESG, FLJ41188
HGNC:11839	TLE3	Approved		ESG, ESG3, KIAA1547, HsT18976, GRG3
HGNC:11840	TLE4	Approved		E(spl), ESG, GRG4
HGNC:307	TLE5	Approved	AES	GRG5
HGNC:30788	TLE6	Approved		FLJ14009, GRG6
HGNC:53648	TLE7	Approved		
HGNC:11841	TLK1	Approved		KIAA0137, PKU-BETA
HGNC:28608	TLK1P1	Approved	TLK1P	TLK1ps
HGNC:11842	TLK2	Approved		PKU-ALPHA, MGC44450
HGNC:18048	TLK2P1	Approved		TLK2ps1
HGNC:22227	TLK2P2	Approved		TLK2ps2
HGNC:11843	TLL1	Approved		
HGNC:11844	TLL2	Approved		
HGNC:11845	TLN1	Approved	TLN	ILWEQ
HGNC:15447	TLN2	Approved		KIAA0320, ILWEQ
HGNC:13519	TLNRD1	Approved	MESDC1	MGC99595
HGNC:11847	TLR1	Approved		rsc786, KIAA0012, CD281
HGNC:11848	TLR2	Approved		TIL4, CD282
HGNC:11849	TLR3	Approved		CD283
HGNC:11850	TLR4	Approved		hToll, CD284, TLR-4, ARMD10
HGNC:11851	TLR5	Approved	SLEB1	TIL3, FLJ10052, MGC126430, MGC126431
HGNC:16711	TLR6	Approved		CD286
HGNC:15631	TLR7	Approved		
HGNC:15632	TLR8	Approved		CD288, hTLR8
HGNC:40720	TLR8-AS1	Approved		
HGNC:15633	TLR9	Approved		CD289
HGNC:15634	TLR10	Approved		CD290
HGNC:31754	TLR12P	Approved		
HGNC:11852	TLX	Symbol Withdrawn		
HGNC:5056	TLX1	Approved	TCL3, HOX11	
HGNC:37183	TLX1NB	Approved		TD1, TDI, APT-B7
HGNC:5057	TLX2	Approved	HOX11L1	Enx, NCX
HGNC:13532	TLX3	Approved	HOX11L2	RNX
HGNC:24142	TM2D1	Approved		BBP
HGNC:24127	TM2D2	Approved		BLP1
HGNC:24128	TM2D3	Approved		BLP2, FLJ22604
HGNC:11853	TM4SF1	Approved	M3S1	L6
HGNC:40587	TM4SF1-AS1	Approved		
HGNC:11856	TM4SF4	Approved		il-TMP
HGNC:11857	TM4SF5	Approved		
HGNC:25181	TM4SF18	Approved		L6D
HGNC:56678	TM4SF18-AS1	Approved		AC093001.1
HGNC:25167	TM4SF19	Approved		
HGNC:41085	TM4SF19-AS1	Approved		
HGNC:49190	TM4SF19-DYNLT2B	Approved	TM4SF19-TCTEX1D2	
HGNC:26230	TM4SF20	Approved		FLJ22800, TCCE518
HGNC:11860	TM6SF1	Approved		
HGNC:11861	TM6SF2	Approved		Lpr4
HGNC:11863	TM7SF2	Approved		ANG1, DHCR14A, NET47
HGNC:23049	TM7SF3	Approved		
HGNC:58075	TM7SF3-AS1	Approved		AC024896.1
HGNC:11864	TM9SF1	Approved		MP70, HMP70
HGNC:11865	TM9SF2	Approved		P76, Lnc-PCIR
HGNC:21529	TM9SF3	Approved		SMBP
HGNC:30797	TM9SF4	Approved		KIAA0255, dJ836N17.2
HGNC:55623	TM9SF5P	Approved		
HGNC:26932	TMA7	Approved	CCDC72	HSPC016
HGNC:53893	TMA7B	Approved		
HGNC:25638	TMA16	Approved	C4orf43	FLJ11184
HGNC:43780	TMA16P1	Approved		
HGNC:43781	TMA16P2	Approved		
HGNC:23410	TMBIM1	Approved		PP1201, RECS1, LFG3
HGNC:24257	TMBIM4	Approved		CGI-119, S1R, ZPRO, LFG4, GAAP
HGNC:11723	TMBIM6	Approved	TEGT	BI-1, BAXI1
HGNC:49212	TMBIM7P	Approved		
HGNC:16513	TMC1	Approved	DFNA36, DFNB7, DFNB11	
HGNC:16527	TMC2	Approved	C20orf145	dJ686C3.3
HGNC:22995	TMC3	Approved		
HGNC:51424	TMC3-AS1	Approved		
HGNC:22998	TMC4	Approved		
HGNC:22999	TMC5	Approved		FLJ13593
HGNC:58394	TMC5-AS1	Approved		
HGNC:18021	TMC6	Approved	EVER1, TNRC6C-AS1	LAK-4P, EVIN1
HGNC:23000	TMC7	Approved		FLJ21240
HGNC:20474	TMC8	Approved	EVER2	EVIN2
HGNC:29116	TMCC1	Approved		KIAA0779
HGNC:49060	TMCC1-DT	Approved	TMCC1-AS1	
HGNC:31901	TMCC1P1	Approved	TMCC1P	
HGNC:24239	TMCC2	Approved		HUCEP11, FLJ38497
HGNC:41042	TMCC2-AS1	Approved		
HGNC:29199	TMCC3	Approved		KIAA1145
HGNC:18188	TMCO1	Approved	TMCC4	HP10122
HGNC:54046	TMCO1-AS1	Approved		
HGNC:23312	TMCO2	Approved		dJ39G22.2
HGNC:27393	TMCO4	Approved		DKFZp686C23231
HGNC:28558	TMCO5A	Approved	TMCO5	MGC35118
HGNC:34243	TMCO5B	Approved		
HGNC:28814	TMCO6	Approved		FLJ39769, PRO1580
HGNC:53646	TMDD1	Approved	C12orf81	hCG1648055
HGNC:17291	TMED1	Approved		ST2L, MGC1270, IL1RL1LG, Il1rl1l, p24gamma1, p24g1
HGNC:16996	TMED2	Approved		RNP24, P24A, p24beta1, p24b1
HGNC:53346	TMED2-DT	Approved		
HGNC:56425	TMED2P1	Approved		
HGNC:28889	TMED3	Approved	C15orf22	p24B, p24gamma4, p24g4
HGNC:22301	TMED4	Approved		HNLF, p24alpha3, p24a3
HGNC:24251	TMED5	Approved		CGI-100, p24g2, p24gamma2
HGNC:28331	TMED6	Approved		MGC23911, p24gamma5, p24g5
HGNC:24253	TMED7	Approved		CGI-109, FLJ90481, p24gamma3, p24g3
HGNC:33945	TMED7-TICAM2	Approved		
HGNC:18633	TMED8	Approved	FAM15B	
HGNC:24878	TMED9	Approved		HSGP25L2G, p24alpha2, p24a2
HGNC:16998	TMED10	Approved		TMP21, P24(DELTA), p24d1, p24delta1, p23
HGNC:30754	TMED10P1	Approved	TMED10P	Tmp21-II
HGNC:38105	TMED10P2	Approved		
HGNC:35401	TMED11P	Approved		p24alpha1, p24a1
HGNC:11866	TMEFF1	Approved	C9orf2	H7365, CT120.1
HGNC:11867	TMEFF2	Approved		TENB2, HPP1, TR, TPEF, CT120.2
HGNC:14166	TMEM6	Symbol Withdrawn		
HGNC:21427	TMEM8B	Approved	C9orf127, LINC00950	NAG-5, NGX6, NGX6a, FP588
HGNC:18823	TMEM9	Approved		TMEM9A
HGNC:1168	TMEM9B	Approved	C11orf15	
HGNC:19230	TMEM9B-AS1	Approved	C11orf18	
HGNC:16823	TMEM11	Approved	C17orf35	PMI, PM1
HGNC:55671	TMEM11-DT	Approved		
HGNC:21318	TMEM13	Symbol Withdrawn		
HGNC:21076	TMEM14A	Approved		PTD011, C6orf73
HGNC:21384	TMEM14B	Approved		MGC1223
HGNC:55230	TMEM14B-DT	Approved		
HGNC:20952	TMEM14C	Approved	C6orf53	HSPC194, bA421M1.6, NET26
HGNC:15660	TMEM14DP	Approved	TMEM14D	bA524O24.3
HGNC:34386	TMEM14EP	Approved	TMEM14E	
HGNC:26623	TMEM17	Approved		FLJ34583
HGNC:25257	TMEM18	Approved		DKFZp434C1714, lncND
HGNC:54481	TMEM18-DT	Approved		AC092159.2
HGNC:25605	TMEM19	Approved		FLJ10936
HGNC:25890	TMEM25	Approved		FLJ14399
HGNC:28550	TMEM26	Approved		MGC35010, Em:AC068892.1
HGNC:51209	TMEM26-AS1	Approved		
HGNC:16667	TMEM30A	Approved	C6orf67	FLJ10856, CDC50A
HGNC:48985	TMEM30A-DT	Approved		
HGNC:27254	TMEM30B	Approved		CDC50B
HGNC:55058	TMEM30BP1	Approved		
HGNC:30443	TMEM30CP	Approved	TMEM30C	CDC50C
HGNC:28601	TMEM31	Approved		MGC39655
HGNC:25541	TMEM33	Approved		FLJ10525, Pom33
HGNC:58779	TMEM33-DT	Approved		
HGNC:25864	TMEM35A	Approved	TMEM35	FLJ14084, TUF-1, NACHO
HGNC:40021	TMEM35B	Approved	ZMYM6NB	
HGNC:18216	TMEM37	Approved		PR1, PR
HGNC:28462	TMEM38A	Approved		MGC3169, TRIC-A
HGNC:25535	TMEM38B	Approved	C9orf87	FLJ10493, bA219P18.1, D4Ertd89e, TRIC-B
HGNC:56587	TMEM38BP1	Approved		
HGNC:25600	TMEM39A	Approved		FLJ10902, SUSR2
HGNC:25510	TMEM39B	Approved		FLJ10315
HGNC:25620	TMEM40	Approved		FLJ11036
HGNC:30544	TMEM41A	Approved		MGC15397
HGNC:58335	TMEM41A-DT	Approved		lnc-MAP3K13-3:1
HGNC:28948	TMEM41B	Approved		KIAA0033
HGNC:28444	TMEM42	Approved		MGC29956
HGNC:28472	TMEM43	Approved	ARVD5	MGC3222, DKFZp586G1919, LUMA
HGNC:25120	TMEM44	Approved		DKFZp686O18124
