HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols
HGNC:5	A1BG	Approved		
HGNC:37133	A1BG-AS1	Approved	NCRNA00181, A1BGAS, A1BG-AS	FLJ23569
HGNC:24086	A1CF	Approved		ACF, ASP, ACF64, ACF65, APOBEC1CF
HGNC:6	A1S9T	Symbol Withdrawn		
HGNC:7	A2M	Approved		FWP007, S863-7, CPAMD5
HGNC:27057	A2M-AS1	Approved		
HGNC:23336	A2ML1	Approved	CPAMD9	FLJ25179, p170
HGNC:41022	A2ML1-AS1	Approved		
HGNC:41523	A2ML1-AS2	Approved		
HGNC:8	A2MP1	Symbol Withdrawn	A2MP	
HGNC:9	A2MR	Symbol Withdrawn		
HGNC:10	A2MRAP	Symbol Withdrawn		
HGNC:30005	A3GALT2	Approved	A3GALT2P	IGBS3S, IGB3S
HGNC:18149	A4GALT	Approved	P1	A14GALT, Gb3S, P(k)
HGNC:17968	A4GNT	Approved		alpha4GnT
HGNC:1	A12M1	Entry Withdrawn		
HGNC:2	A12M2	Entry Withdrawn		
HGNC:3	A12M3	Entry Withdrawn		
HGNC:4	A12M4	Entry Withdrawn		
HGNC:11	AA	Symbol Withdrawn	AA	
HGNC:13666	AAAS	Approved		
HGNC:12	AABT	Entry Withdrawn		
HGNC:13	AAC1	Symbol Withdrawn		
HGNC:14	AAC2	Symbol Withdrawn		
HGNC:21298	AACS	Approved		FLJ12389, SUR-5, ACSF1
HGNC:18226	AACSP1	Approved	AACSL	
HGNC:13792	AACT	Symbol Withdrawn		
HGNC:17	AADAC	Approved		DAC, CES5A1
HGNC:24427	AADACL2	Approved		MGC72001
HGNC:50301	AADACL2-AS1	Approved		
HGNC:32037	AADACL3	Approved		OTTHUMG00000001887
HGNC:32038	AADACL4	Approved		OTTHUMG00000001889
HGNC:50305	AADACP1	Approved		
HGNC:17929	AADAT	Approved		KATII, KAT2, KYAT2
HGNC:25662	AAGAB	Approved		FLJ11506, p34
HGNC:19679	AAK1	Approved		KIAA1048, DKFZp686K16132
HGNC:30205	AAMDC	Approved	C11orf67	PTD015, FLJ21035, CK067
HGNC:18	AAMP	Approved		
HGNC:19	AANAT	Approved		SNAT
HGNC:15886	AAR2	Approved	C20orf4	bA234K24.2
HGNC:33842	AARD	Approved	C8orf85	LOC441376
HGNC:20	AARS1	Approved	AARS	CMT2N, AlaRS
HGNC:49894	AARS1P1	Approved	AARSP1	
HGNC:21022	AARS2	Approved	AARSL	KIAA1270, bA444E17.1
HGNC:28417	AARSD1	Approved		MGC2744, AlaXp
HGNC:54994	AARSD1P1	Approved		
HGNC:23993	AASDH	Approved		NRPS998, LYS2, ACSF4
HGNC:14235	AASDHPPT	Approved		LYS5, CGI-80, AASD-PPT, ACPS
HGNC:58262	AASDHPPT-AS1	Approved		
HGNC:17366	AASS	Approved		LORSDH, LKRSDH, LKR/SDH
HGNC:51526	AATBC	Approved		
HGNC:19235	AATF	Approved		DED, CHE-1, CHE1, BFR2
HGNC:21	AATK	Approved		AATYK, KIAA0641, LMTK1, LMR1, AATYK1, PPP1R77
HGNC:22	AAVS1	Approved		AAV
HGNC:49667	ABALON	Entry Withdrawn		INXS
HGNC:23	ABAT	Approved		GABAT, GABA-T
HGNC:24	ABC1	Symbol Withdrawn		
HGNC:25	ABC2	Symbol Withdrawn		
HGNC:26	ABC3	Symbol Withdrawn		
HGNC:28	ABC7	Symbol Withdrawn		
HGNC:27	ABC50	Symbol Withdrawn		
HGNC:29	ABCA1	Approved	ABC1, HDLDT1	TGD
HGNC:32	ABCA2	Approved	ABC2	
HGNC:33	ABCA3	Approved	ABC3	ABC-C, EST111653, LBM180
HGNC:55707	ABCA3P1	Approved		
HGNC:34	ABCA4	Approved	STGD1, ABCR, RP19, STGD	FFM, ARMD2, CORD3
HGNC:35	ABCA5	Approved		EST90625
HGNC:36	ABCA6	Approved		EST155051
HGNC:37	ABCA7	Approved		ABCX
HGNC:38	ABCA8	Approved		KIAA0822
HGNC:39	ABCA9	Approved		EST640918
HGNC:39983	ABCA9-AS1	Approved		
HGNC:30	ABCA10	Approved		EST698739
HGNC:31	ABCA11P	Approved	ABCA11	EST1133530, FLJ14297
HGNC:14637	ABCA12	Approved	ICR2B	DKFZP434G232, LI2
HGNC:14638	ABCA13	Approved		FLJ33876, FLJ33951
HGNC:34405	ABCA15P	Approved	NCRNA00169, CRYM-AS1	FLJ41766
HGNC:32972	ABCA17P	Approved		
HGNC:40	ABCB1	Approved	PGY1, MDR1, CLCS	P-gp, CD243, GP170, ABC20, p-170, PGY1
HGNC:11563	ABCB2	Symbol Withdrawn		
HGNC:11564	ABCB3	Symbol Withdrawn		
HGNC:45	ABCB4	Approved	PGY3, MDR3	MDR2, PFIC-3, GBD1
HGNC:46	ABCB5	Approved		EST422562, ABCB5beta, ABCB5alpha
HGNC:47	ABCB6	Approved		EST45597, umat, MTABC3
HGNC:48	ABCB7	Approved	ABC7	EST140535, Atm1p, ASAT
HGNC:49	ABCB8	Approved		EST328128, M-ABC1, MABC1, MITOSUR
HGNC:50	ABCB9	Approved		EST122234
HGNC:41	ABCB10	Approved		EST20237, M-ABC2, MTABC2
HGNC:14114	ABCB10P1	Approved	ABCB10P, ABCB10P2	M-ABC2, MABC2
HGNC:31128	ABCB10P2	Symbol Withdrawn		
HGNC:31129	ABCB10P3	Approved		
HGNC:31130	ABCB10P4	Approved		
HGNC:42	ABCB11	Approved	BSEP, PFIC2	ABC16, SPGP, PFIC-2, PGY4
HGNC:51	ABCC1	Approved	MRP, MRP1	GS-X
HGNC:53	ABCC2	Approved	CMOAT	DJS, MRP2, cMRP
HGNC:54	ABCC3	Approved		MRP3, cMOAT2, EST90757, MLP2, MOAT-D
HGNC:55	ABCC4	Approved		MRP4, EST170205, MOAT-B, MOATB
HGNC:56	ABCC5	Approved		MRP5, SMRP, EST277145, MOAT-C
HGNC:40055	ABCC5-AS1	Approved		
HGNC:57	ABCC6	Approved	ARA, PXE	MRP6, EST349056, MLP1, URG7
HGNC:33352	ABCC6P1	Approved		
HGNC:33353	ABCC6P2	Approved		
HGNC:58	ABCC7	Symbol Withdrawn		
HGNC:59	ABCC8	Approved	SUR, HRINS	HI, PHHI, SUR1, MRP8, ABC36, HHF1, TNDM2
HGNC:60	ABCC9	Approved		SUR2, CMD1O
HGNC:52	ABCC10	Approved		EST182763, MRP7, SIMRP7
HGNC:14639	ABCC11	Approved		MRP8
HGNC:14640	ABCC12	Approved		MRP9
HGNC:16022	ABCC13	Approved		PRED6, C21orf73, ABCC13P
HGNC:61	ABCD1	Approved	ALD	AMN, ALDP, adrenoleukodystrophy
HGNC:62	ABCD1P1	Approved		
HGNC:63	ABCD1P2	Approved		bA453N3.6
HGNC:64	ABCD1P3	Approved		
HGNC:65	ABCD1P4	Approved		
HGNC:42662	ABCD1P5	Approved		
HGNC:66	ABCD2	Approved	ALDL1	ALDR, ALDRP
HGNC:67	ABCD3	Approved	PXMP1	PMP70, ZWS2
HGNC:68	ABCD4	Approved	PXMP1L	PMP69, P70R, EST352188
HGNC:69	ABCE1	Approved	RNASEL1, RNASELI, RNS4I	RLI, OABP, RLI1
HGNC:58656	ABCE1P1	Approved		
HGNC:58657	ABCE1P2	Approved		
HGNC:58658	ABCE1P3	Approved		
HGNC:70	ABCF1	Approved	ABC50	EST123147
HGNC:53628	ABCF1-DT	Approved		
HGNC:71	ABCF2	Approved		EST133090, ABC28, M-ABC1, HUSSY-18
HGNC:54751	ABCF2-H2BK1	Approved	ABCF2-H2BE1	
HGNC:48841	ABCF2P1	Approved		
HGNC:48842	ABCF2P2	Approved		
HGNC:72	ABCF3	Approved		EST201864
HGNC:73	ABCG1	Approved		ABC8
HGNC:74	ABCG2	Approved		EST157481, MXR, BCRP, ABCP, CD338
HGNC:13884	ABCG4	Approved		WHITE2
HGNC:13886	ABCG5	Approved		STSL
HGNC:13887	ABCG8	Approved		GBD4
HGNC:75	ABCR	Symbol Withdrawn		
HGNC:17553	ABHD1	Approved		LABH1, FLJ36128
HGNC:18717	ABHD2	Approved		LABH2
HGNC:18718	ABHD3	Approved		LABH3
HGNC:20154	ABHD4	Approved		FLJ12816
HGNC:21396	ABHD5	Approved		CGI-58, NCIE2
HGNC:21398	ABHD6	Approved		
HGNC:23759	ABHD8	Approved		FLJ11743, MGC14280, MGC2512
HGNC:25656	ABHD10	Approved		FLJ11342
HGNC:16407	ABHD11	Approved	WBSCR21	PP1226
HGNC:40012	ABHD11-AS2	Entry Withdrawn		
HGNC:15868	ABHD12	Approved	C20orf22	DKFZP434P106, dJ965G21.2, BEM46L2, ABHD12A
HGNC:19837	ABHD12B	Approved	C14orf29	BEM46L3
HGNC:20293	ABHD13	Approved	C13orf6	bA153I24.2, FLJ14906, BEM46L1
HGNC:24538	ABHD14A	Approved		DKFZP564O243, DORZ1
HGNC:38856	ABHD14A-ACY1	Approved		
HGNC:28235	ABHD14B	Approved		MGC15429, CIB
HGNC:26971	ABHD15	Approved		
HGNC:49685	ABHD15-AS1	Approved		linc-TP53I13, lnc-TP53I13
HGNC:13921	ABHD16A	Approved	BAT5	NG26, D6S82E
HGNC:16128	ABHD16B	Approved	C20orf135	dJ591C20.1
HGNC:58392	ABHD16B-AS1	Approved		
HGNC:28756	ABHD17A	Approved	C19orf27, FAM108A1	MGC5244
HGNC:28394	ABHD17AP1	Approved	FAM108A2, ABHD17AP2, FAM108A3, FAM108A11P, FAM108A3P	C1orf47
HGNC:33538	ABHD17AP2	Symbol Withdrawn	FAM108A3, FAM108A11P, FAM108A3P	
HGNC:34041	ABHD17AP3	Approved	FAM108A4, FAM108A4P	
HGNC:34042	ABHD17AP4	Approved	FAM108A5, FAM108A5P	
HGNC:34043	ABHD17AP5	Approved	FAM108A6, FAM108A6P	
HGNC:34044	ABHD17AP6	Approved	FAM108A7P	
HGNC:38508	ABHD17AP7	Approved	FAM108A8P	
HGNC:38509	ABHD17AP8	Approved	FAM108A9P	
HGNC:38510	ABHD17AP9	Approved	FAM108A10P	
HGNC:24278	ABHD17B	Approved	C9orf77, FAM108B1	CGI-67
HGNC:26925	ABHD17C	Approved	FAM108C1	
HGNC:26111	ABHD18	Approved	C4orf29	FLJ21106
HGNC:11320	ABI1	Approved	SSH3BP1	E3B1, ABI-1
HGNC:20035	ABI1P1	Approved	SSH3BP1P, ABI1P	
HGNC:24011	ABI2	Approved		ABI-2, AIP-1, ABI2B, AblBP3, argBPIA, SSH3BP2
HGNC:29859	ABI3	Approved		NESH, SSH3BP3
HGNC:17265	ABI3BP	Approved		NESHBP, DKFZP586L2024, TARSH
HGNC:1364	ABITRAM	Approved	C9orf6, FAM206A	CG-8, FLJ20457, Simiate
HGNC:39851	ABITRAMP1	Approved	FAM206BP	
HGNC:76	ABL1	Approved	ABL	JTK7, c-ABL, p150
HGNC:77	ABL2	Approved	ABLL	ARG
HGNC:78	ABLIM1	Approved	LIMAB1, ABLIM	abLIM, limatin
HGNC:19195	ABLIM2	Approved		KIAA1808
HGNC:58727	ABLIM2-DT	Approved		
HGNC:29132	ABLIM3	Approved		KIAA0843
HGNC:79	ABO	Approved		A3GALNT, A3GALT1
HGNC:81	ABR	Approved		MDB
HGNC:55674	ABR-AS1	Approved		
HGNC:30655	ABRA	Approved		STARS
HGNC:21230	ABRACL	Approved	C6orf115	PRO2013, HSPC280, Costars
HGNC:25829	ABRAXAS1	Approved	CCDC98, FAM175A	FLJ13614, ABRA1, ABRAXAS
HGNC:56461	ABRAXAS1P1	Approved		
HGNC:56462	ABRAXAS1P2	Approved		
HGNC:28975	ABRAXAS2	Approved	KIAA0157, FAM175B	Em:AC068896.4, ABRO1
HGNC:17369	ABT1	Approved		Esf2
HGNC:39557	ABT1P1	Approved		
HGNC:18275	ABTB1	Approved		BPOZ, EF1ABP, Btb3, BTBD21, BPOZ-2
HGNC:23842	ABTB2	Approved		DKFZP586C1619, BTBD22, ABTB2A
HGNC:23844	ABTB3	Approved	BTBD11	FLJ33957, ABTB2B
HGNC:82	ACAA1	Approved		Lnc-Myd88
HGNC:83	ACAA2	Approved		DSAEC
HGNC:55880	ACAA2P1	Approved		
HGNC:84	ACACA	Approved	ACAC, ACC	ACC1, ACC-alpha, ACCA, ACCalpha, ACACalpha, Acac1, hACC1
HGNC:85	ACACB	Approved		HACC275, ACC2, ACCB, ACC-beta, ACCbeta, ACACbeta
HGNC:86	ACAD	Entry Withdrawn		
HGNC:87	ACAD8	Approved		
HGNC:21497	ACAD9	Approved		NPD002, MGC14452
HGNC:56086	ACAD9-DT	Approved		
HGNC:21597	ACAD10	Approved		MGC5601
HGNC:30211	ACAD11	Approved		FLJ12592
HGNC:88	ACADL	Approved		LCAD, ACAD4
HGNC:89	ACADM	Approved		MCAD, MCADH, ACAD1
HGNC:90	ACADS	Approved		SCAD, ACAD3
HGNC:91	ACADSB	Approved		SBCAD, ACAD7
HGNC:92	ACADVL	Approved		VLCAD, LCACD, ACAD6
HGNC:319	ACAN	Approved	MSK16, CSPG1, AGC1	CSPGCP
HGNC:16467	ACAP1	Approved	CENTB1	KIAA0050
HGNC:16469	ACAP2	Approved	CENTB2	KIAA0041, CNT-B2
HGNC:41426	ACAP2-IT1	Approved		
HGNC:16754	ACAP3	Approved	CENTB5	KIAA1716
HGNC:93	ACAT1	Approved	ACAT	THIL
HGNC:94	ACAT2	Approved		
HGNC:15453	ACBD3	Approved	GOLPH1, GOCAP1	GCP60, PAP7
HGNC:40701	ACBD3-AS1	Approved		RP11-275I14.4
HGNC:23337	ACBD4	Approved		FLJ13322
HGNC:23338	ACBD5	Approved		DKFZp434A2417, KIAA1996
HGNC:23339	ACBD6	Approved		MGC2404
HGNC:17715	ACBD7	Approved		FLJ38219, bA455B2.2
HGNC:58659	ACBD7P1	Approved		
HGNC:96	ACBP	Symbol Withdrawn		
HGNC:97	ACC	Symbol Withdrawn		
HGNC:98	ACCN	Symbol Withdrawn		
HGNC:14594	ACCPN	Symbol Withdrawn		
HGNC:23989	ACCS	Approved		PHACS, ACS
HGNC:34391	ACCSL	Approved		
HGNC:56899	ACCSLP1	Approved		
HGNC:25070	ACD	Approved		Ptop, Pip1, Tpp1, Tint1
HGNC:2707	ACE	Approved	DCP1	ACE1, CD143
HGNC:13557	ACE2	Approved		ACEH
HGNC:56255	ACE2-DT	Approved		GS1-594A7.3
HGNC:44365	ACE3P	Approved		
HGNC:18356	ACER1	Approved	ASAH3	
HGNC:23675	ACER2	Approved	ASAH3L	FLJ41587, ALKCDase2
HGNC:54674	ACER2P1	Approved		
HGNC:16066	ACER3	Approved	PHCA	FLJ11238, APHC
HGNC:58067	ACER3-AS1	Approved		
HGNC:106	ACH	Symbol Withdrawn		
HGNC:107	ACHAP	Symbol Withdrawn		
HGNC:108	ACHE	Approved	YT	
HGNC:109	ACHM1	Symbol Withdrawn	RMCH	
HGNC:110	ACHM2	Symbol Withdrawn		
HGNC:111	ACHM3	Symbol Withdrawn		
HGNC:112	ACHRD	Symbol Withdrawn		
HGNC:113	ACHRG	Symbol Withdrawn		
HGNC:17066	ACIN1	Approved	ACINUS	KIAA0670, fSAP152
HGNC:4035	ACKR1	Approved	FY, DARC	CCBP1, GPD, Dfy, CD234
HGNC:1565	ACKR2	Approved	CMKBR9, CCBP2	CCR10, D6, CCR9
HGNC:23692	ACKR3	Approved	CMKOR1, CXCR7	RDC1, GPR159
HGNC:1611	ACKR4	Approved	CCRL1	CCR11, CCBP2, VSHK1, CCX-CKR, PPR1
HGNC:21142	ACKR4P1	Approved	CCRL1P, CCRL1P1	dJ509I19.4
HGNC:13708	ACKR5	Approved	ADMR, GPR182	hrhAMR, G10D, AM-R
HGNC:114	ACLS	Entry Withdrawn		
HGNC:115	ACLY	Approved		ATPCL, CLATP, ACL
HGNC:116	ACMG	Entry Withdrawn		
HGNC:19288	ACMSD	Approved		
HGNC:34504	ACNATP	Approved	BAATP1	
HGNC:117	ACO1	Approved	IREB1	IRP1, IREBP
HGNC:118	ACO2	Approved		ACONM
HGNC:56989	ACO2P1	Approved		
HGNC:56990	ACO2P2	Approved		
HGNC:33904	ACOD1	Approved	IRG1	CAD
HGNC:33128	ACOT1	Approved		ACH2, CTE-1, LACH2
HGNC:18431	ACOT2	Approved		Mte1, ZAP128
HGNC:19748	ACOT4	Approved		FLJ31235, PTE-Ib, PTE2B
HGNC:58578	ACOT4P1	Approved		
HGNC:33159	ACOT6	Approved	C14orf42	
HGNC:24157	ACOT7	Approved		BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH
HGNC:15919	ACOT8	Approved	PTE1	hACTE-III, hTE, PTE-2, NAP1
HGNC:17152	ACOT9	Approved		CGI-16, MT-ACT48, ACATE2
HGNC:18156	ACOT11	Approved	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1
HGNC:24436	ACOT12	Approved		Cach, THEAL, STARD15
HGNC:20999	ACOT13	Approved	THEM2	HT012
HGNC:119	ACOX1	Approved		PALMCOX
HGNC:120	ACOX2	Approved		BRCACOX, BRCOX, THCCox
HGNC:121	ACOX3	Approved		
HGNC:25621	ACOXL	Approved		FLJ11042, ACOX4
HGNC:41112	ACOXL-AS1	Approved		
HGNC:122	ACP1	Approved		HAAP, LMW-PTP, LMWPTP
HGNC:123	ACP2	Approved		LAP
HGNC:125	ACP3	Approved	ACPP	ACP-3, PAP, TM-PAP
HGNC:14376	ACP4	Approved	ACPT	
HGNC:124	ACP5	Approved		TRAP, HPAP, TRAcP
HGNC:29609	ACP6	Approved		LPAP, ACPL1
HGNC:33781	ACP7	Approved		FLJ16165, PAPL1, PAPL
HGNC:126	ACR	Approved		
HGNC:17195	ACRBP	Approved		SP32, OY-TES-1, CT23
HGNC:54745	ACRP1	Approved		
HGNC:127	ACRV1	Approved		SPACA2, SP-10, D11S4365
HGNC:128	ACS3	Symbol Withdrawn		
HGNC:29567	ACSBG1	Approved		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG
HGNC:24174	ACSBG2	Approved		BGR, PRTD-NY3, DKFZp434K1635
HGNC:26101	ACSF2	Approved		FLJ20920, ACSMW
HGNC:27288	ACSF3	Approved		
HGNC:3569	ACSL1	Approved	FACL2	LACS2, LACS, ACS1, LACS1, FACL1
HGNC:3570	ACSL3	Approved	FACL3	ACS3, PRO2194
HGNC:40227	ACSL3-AS1	Approved		
HGNC:56529	ACSL3P1	Approved		
HGNC:3571	ACSL4	Approved	FACL4, MRX63, MRX68	ACS4, LACS4
HGNC:16526	ACSL5	Approved	FACL5	ACS5, ACS2
HGNC:16496	ACSL6	Approved	FACL6	KIAA0837, ACS2, LACS5, LACS2
HGNC:40772	ACSL6-AS1	Approved		
HGNC:18049	ACSM1	Approved	BUCS1	MACS1
HGNC:32017	ACSM2A	Approved	ACSM2	A-923A4.1, MGC150530
HGNC:30931	ACSM2B	Approved	ACSM2	HXMA, HYST1046
HGNC:10522	ACSM3	Approved	SAH	SA
HGNC:32016	ACSM4	Approved		
HGNC:26060	ACSM5	Approved		FLJ20581
HGNC:51295	ACSM5P1	Approved		
HGNC:31665	ACSM6	Approved	C10orf129	bA310E22.3
HGNC:16091	ACSS1	Approved	ACAS2L	dJ568C11.3, AceCS2L, MGC33843
HGNC:15814	ACSS2	Approved	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1
HGNC:24723	ACSS3	Approved		FLJ21963
HGNC:58286	ACSS3-AS1	Approved		
HGNC:129	ACTA1	Approved	ACTA	NEM3
HGNC:130	ACTA2	Approved		ACTSA
HGNC:45169	ACTA2-AS1	Approved		uc001kfo.1, ZXF1, UC001kfo
HGNC:131	ACTA3	Symbol Withdrawn		
HGNC:132	ACTB	Approved		
HGNC:17780	ACTBL2	Approved		DKFZp686D0972
HGNC:134	ACTBP1	Approved		
HGNC:135	ACTBP2	Approved		
HGNC:136	ACTBP3	Approved		
HGNC:137	ACTBP4	Approved		
HGNC:138	ACTBP5	Entry Withdrawn		
HGNC:139	ACTBP6	Approved		
HGNC:140	ACTBP7	Approved		
HGNC:141	ACTBP8	Approved		ACTBP2
HGNC:142	ACTBP9	Approved		
HGNC:31819	ACTBP10	Approved		
HGNC:33971	ACTBP11	Approved		
HGNC:150	ACTBP12	Approved	ACTGP5	
HGNC:45086	ACTBP14	Approved		
HGNC:55065	ACTBP15	Approved		
HGNC:56590	ACTBP16	Approved		
HGNC:143	ACTC1	Approved	ACTC	CMD1R
HGNC:51491	ACTE1P	Approved		
HGNC:144	ACTG1	Approved	ACTG, DFNA20, DFNA26	
HGNC:146	ACTG1P1	Approved	ACTGP1, ACT1GP1	
HGNC:147	ACTG1P2	Approved	ACTL2, ACTGP2	
HGNC:148	ACTG1P3	Approved	ACTGP3	
HGNC:149	ACTG1P4	Approved	ACTGP4	
HGNC:151	ACTG1P6	Approved	ACTGP6	
HGNC:152	ACTG1P7	Approved	ACTGP7	
HGNC:153	ACTG1P8	Approved	ACTGP8	
HGNC:154	ACTG1P9	Approved	ACTGP9	
HGNC:155	ACTG1P10	Approved	ACTL1, ACTGP10	
HGNC:37651	ACTG1P11	Approved		
HGNC:44496	ACTG1P12	Approved		
HGNC:49058	ACTG1P13	Approved		
HGNC:49751	ACTG1P14	Approved		
HGNC:51495	ACTG1P15	Approved		
HGNC:51496	ACTG1P16	Approved		
HGNC:51497	ACTG1P17	Approved		
HGNC:51498	ACTG1P18	Approved		
HGNC:51499	ACTG1P19	Approved		
HGNC:51500	ACTG1P20	Approved		
HGNC:51501	ACTG1P21	Approved		
HGNC:51502	ACTG1P22	Approved		
HGNC:51503	ACTG1P23	Approved		
HGNC:49661	ACTG1P24	Approved	POTENP	
HGNC:54872	ACTG1P25	Approved		AGPG
HGNC:145	ACTG2	Approved	ACTL3, ACTA3	ACTSG
HGNC:156	ACTL2	Symbol Withdrawn		
HGNC:157	ACTL3	Symbol Withdrawn		
HGNC:158	ACTL4	Entry Withdrawn		
HGNC:159	ACTL5	Entry Withdrawn		ACTFIB
HGNC:24124	ACTL6A	Approved		Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1
HGNC:58683	ACTL6A-AS1	Approved		
HGNC:160	ACTL6B	Approved	ACTL6	BAF53B, SMARCN2
HGNC:161	ACTL7A	Approved		
HGNC:162	ACTL7B	Approved		Tact1
HGNC:24018	ACTL8	Approved		CT57
HGNC:28494	ACTL9	Approved		MGC33407
HGNC:16127	ACTL10	Approved	C20orf134	
HGNC:44626	ACTL11P	Approved	ACTBP13	
HGNC:24758	ACTMAP	Approved	C19orf54	FLJ41131
HGNC:163	ACTN1	Approved		
HGNC:20131	ACTN1-DT	Approved	C14orf84, ACTN1-AS1	
HGNC:164	ACTN2	Approved		
HGNC:165	ACTN3	Approved		
HGNC:58248	ACTN3-AS1	Approved		
HGNC:166	ACTN4	Approved	FSGS1	
HGNC:58572	ACTN4-AS1	Approved		
HGNC:44028	ACTN4P1	Approved		
HGNC:44032	ACTN4P2	Approved		
HGNC:51621	ACTP1	Approved		
HGNC:167	ACTR1A	Approved		ARP1, Arp1A
HGNC:54703	ACTR1AP1	Approved		
HGNC:168	ACTR1B	Approved	CTRN2	Arp1B
HGNC:169	ACTR2	Approved		ARP2
HGNC:56978	ACTR2P1	Approved		
HGNC:57006	ACTR2P2	Approved		
HGNC:170	ACTR3	Approved		ARP3
HGNC:53965	ACTR3-AS1	Approved		AC104653.1
HGNC:17256	ACTR3B	Approved		ARP11, ARP3beta
HGNC:37724	ACTR3BP1	Approved		
HGNC:38677	ACTR3BP2	Approved		FKSG73
HGNC:38678	ACTR3BP3	Approved		
HGNC:38681	ACTR3BP4	Approved		
HGNC:38682	ACTR3BP5	Approved		
HGNC:38683	ACTR3BP6	Approved		
HGNC:54971	ACTR3BP7	Approved		
HGNC:37282	ACTR3C	Approved		ARP11
HGNC:31820	ACTR3P1	Approved		
HGNC:38676	ACTR3P2	Approved		
HGNC:38679	ACTR3P3	Approved		
HGNC:14671	ACTR5	Approved		FLJ12785, Arp5, INO80M
HGNC:24025	ACTR6	Approved		ARP6, FLJ13433
HGNC:44210	ACTR6P1	Approved		
HGNC:14672	ACTR8	Approved		INO80N, ARP8
HGNC:17372	ACTR10	Approved		HARP11, ACTR11, Arp11, Arp10
HGNC:24027	ACTRT1	Approved		AIP1, KIAA0705, ARIP1, Arp-T1
HGNC:55127	ACTRT1P1	Approved		
HGNC:24026	ACTRT2	Approved		Arp-T2, ARPM2, FLJ25424
HGNC:24022	ACTRT3	Approved		ARPM1
HGNC:171	ACVR1	Approved	ACVRLK2	SKR1, ALK2, ACVR1A
HGNC:172	ACVR1B	Approved	ACVRLK4	ALK4, SKR2, ActRIB
HGNC:18123	ACVR1C	Approved		ALK7, ACVRLK7
HGNC:173	ACVR2A	Approved	ACVR2	ACTRII
HGNC:174	ACVR2B	Approved		ActR-IIB
HGNC:44161	ACVR2B-AS1	Approved		
HGNC:175	ACVRL1	Approved	ACVRLK1, ORW2	HHT2, ALK1, HHT
HGNC:176	ACVRLK2	Symbol Withdrawn		
HGNC:177	ACY1	Approved		
HGNC:178	ACY1L	Symbol Withdrawn	ACY1L	AN
HGNC:24104	ACY3	Approved		HCBP1, MGC9740, ACY-3, ASPA2
HGNC:179	ACYP1	Approved		
HGNC:180	ACYP2	Approved		
HGNC:181	AD1	Symbol Withdrawn		
HGNC:182	AD2	Symbol Withdrawn	AD2	
HGNC:183	AD3	Symbol Withdrawn		
HGNC:184	AD4	Symbol Withdrawn		
HGNC:185	AD5	Entry Withdrawn		
HGNC:186	ADA	Approved		ADA1
HGNC:1839	ADA2	Approved	IDGFL, CECR1	ADGF
HGNC:30713	ADAD1	Approved		Tenr
HGNC:44550	ADAD1P1	Approved		
HGNC:44552	ADAD1P2	Approved		
HGNC:30714	ADAD2	Approved		TENRL, FLJ00337
HGNC:58422	ADAD2-AS1	Approved		
HGNC:187	ADAM1A	Approved	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P
HGNC:44366	ADAM1B	Approved		
HGNC:198	ADAM2	Approved	FTNB	PH-30b, PH30, CT15
HGNC:209	ADAM3A	Approved	CYRN1	ADAM3, tMDCI
HGNC:210	ADAM3B	Approved	CYRN2	
HGNC:212	ADAM5	Approved	ADAM5P	tMDCII
HGNC:213	ADAM6	Approved	C14orf96	tMDCIV
HGNC:214	ADAM7	Approved		GP-83, EAPI
HGNC:56152	ADAM7-AS1	Approved		
HGNC:56153	ADAM7-AS2	Approved		
HGNC:215	ADAM8	Approved		CD156, MS2, CD156A
HGNC:216	ADAM9	Approved	CORD9	MDC9, KIAA0021, MCMP, Mltng
HGNC:188	ADAM10	Approved		kuz, MADM, HsT18717, CD156C
HGNC:189	ADAM11	Approved	MDC	
HGNC:190	ADAM12	Approved		MCMPMltna, MLTN
HGNC:43841	ADAM12-OT1	Entry Withdrawn		CAR10, FLJ31066
HGNC:193	ADAM15	Approved		MDC15
HGNC:195	ADAM17	Approved	TACE	cSVP, CD156B
HGNC:196	ADAM18	Approved		tMDCIII, ADAM27
HGNC:197	ADAM19	Approved		MLTNB
HGNC:199	ADAM20	Approved		
HGNC:20102	ADAM20P1	Approved	C14orf55	
HGNC:43901	ADAM20P2	Approved		
HGNC:43902	ADAM20P3	Approved		
HGNC:200	ADAM21	Approved		ADAM31
HGNC:19822	ADAM21P1	Approved	ADAM21P	
HGNC:201	ADAM22	Approved		MDC2
HGNC:202	ADAM23	Approved		MDC3
HGNC:203	ADAM24P	Approved		
HGNC:206	ADAM28	Approved		eMDCII, MDC-Lm, MDC-Ls, ADAM23
HGNC:207	ADAM29	Approved		svph1, CT73
HGNC:208	ADAM30	Approved		svph4
HGNC:15479	ADAM32	Approved		
HGNC:15478	ADAM33	Approved	C20orf153	DKFZp434K0521, dJ964F7.1
HGNC:16299	ADAMDEC1	Approved		M12.219
