input_symbol,resolved_symbol,ensembl_gene_id,source,note
MED8,MED8,ENSG00000159479,direct,
MEF2C,MEF2C,ENSG00000081189,direct,
MEF2D,MEF2D,ENSG00000116604;ENSG00000291761,direct,
MEIS2,MEIS2,ENSG00000134138,direct,
MEX3A,MEX3A,ENSG00000254726,direct,
MFAP3L,MFAP3L,ENSG00000198948,direct,
MFSD8,MFSD8,ENSG00000164073,direct,
MGAT1,MGAT1,ENSG00000131446,direct,
MGAT4A,MGAT4A,ENSG00000071073,direct,
MGLL,MGLL,ENSG00000074416,direct,
MIB1,MIB1,ENSG00000101752,direct,
MICAL3,MICAL3,ENSG00000243156,direct,
MICB,MICB,ENSG00000204516;ENSG00000206449;ENSG00000224378;ENSG00000227772;ENSG00000231179;ENSG00000231372;ENSG00000234218;ENSG00000238289,direct,
MIDN,MIDN,ENSG00000167470,direct,
MIOS,MIOS,ENSG00000164654,direct,
MKLN1,MKLN1,ENSG00000128585,direct,
MLLT10,MLLT10,ENSG00000078403,direct,
MLXIP,MLXIP,ENSG00000175727;ENSG00000281178,direct,
MMACHC,MMACHC,ENSG00000132763,direct,
MMGT1,MMGT1,ENSG00000169446,direct,
MMP1,MMP1,ENSG00000196611,direct,
MMS22L,MMS22L,ENSG00000146263,direct,
MNT,MNT,ENSG00000070444,direct,
MOCS3,MOCS3,ENSG00000124217,direct,
MON2,MON2,ENSG00000061987,direct,
MOXD1,MOXD1,ENSG00000079931,direct,
MPDZ,MPDZ,ENSG00000107186,direct,
MPP2,MPP2,ENSG00000108852,direct,
MRPS25,MRPS25,ENSG00000131368,direct,
MRS2,MRS2,ENSG00000124532,direct,
MTDH,MTDH,ENSG00000147649,direct,
MTHFD2,MTHFD2,ENSG00000065911,direct,
MTHFR,MTHFR,ENSG00000177000,direct,
MTMR12,MTMR12,ENSG00000150712,direct,
MTR,MTR,ENSG00000116984,direct,
MTUS1,MTUS1,ENSG00000129422,direct,
MTX3,MTX3,ENSG00000177034,direct,
MUC20,MUC20,ENSG00000176945;ENSG00000274843;ENSG00000275430;ENSG00000275501;ENSG00000276583;ENSG00000277753;ENSG00000278114;ENSG00000281630,direct,
MUC4,MUC4,ENSG00000145113;ENSG00000273822;ENSG00000273984;ENSG00000275164;ENSG00000276613;ENSG00000277585;ENSG00000278303;ENSG00000278468,direct,
MXD1,MXD1,ENSG00000059728,direct,
MYCBP,MYCBP,ENSG00000214114,direct,
MYCN,MYCN,ENSG00000134323,direct,
MYLK3,MYLK3,ENSG00000140795,direct,
MYO19,MYO19,ENSG00000278259;ENSG00000278372,direct,
MYO1F,MYO1F,ENSG00000142347,direct,
MYO5B,MYO5B,ENSG00000167306,direct,
MYO6,MYO6,ENSG00000196586,direct,
N4BP1,N4BP1,ENSG00000102921,direct,
NAA30,NAA30,ENSG00000139977,direct,
NAA38,NAA38,ENSG00000183011,direct,
NAB1,NAB1,ENSG00000138386,direct,
NAGA,NAGA,ENSG00000198951,direct,
NAP1L1,NAP1L1,ENSG00000187109,direct,
NAPEPLD,NAPEPLD,ENSG00000161048;ENSG00000275723,direct,
NAT14,NAT14,ENSG00000090971,direct,
NAT8L,NAT8L,ENSG00000185818,direct,
NCOA3,NCOA3,ENSG00000124151,direct,
NCOR1,NCOR1,ENSG00000141027,direct,
NDST3,NDST3,ENSG00000164100,direct,
NEDD4L,NEDD4L,ENSG00000049759,direct,
NEK3,NEK3,ENSG00000136098,direct,
NEO1,NEO1,ENSG00000067141,direct,
NHLRC2,NHLRC2,ENSG00000196865,direct,
NHLRC3,NHLRC3,ENSG00000188811,direct,
NIN,NIN,ENSG00000100503,direct,
NIPA1,NIPA1,ENSG00000170113;ENSG00000288478,direct,
NKIRAS2,NKIRAS2,ENSG00000168256,direct,
NLK,NLK,ENSG00000087095,direct,
NLN,NLN,ENSG00000123213,direct,
NME4,NME4,ENSG00000103202,direct,
NME6,NME6,ENSG00000172113,direct,
NOM1,NOM1,ENSG00000146909,direct,
NPEPL1,NPEPL1,ENSG00000215440,direct,
NPHP3,NPHP3,ENSG00000113971,direct,
NQO1,NQO1,ENSG00000181019,direct,
NRARP,NRARP,ENSG00000198435,direct,
NRAS,NRAS,ENSG00000213281,direct,
NSD1,NSD1,ENSG00000165671,direct,
NSF,NSF,ENSG00000073969;ENSG00000276262;ENSG00000278174,direct,
NSMCE2,NSMCE2,ENSG00000156831,direct,
NUDT15,NUDT15,ENSG00000136159,direct,
NUP98,NUP98,ENSG00000110713,direct,
NXPH1,NXPH1,ENSG00000122584,direct,
NXT2,NXT2,ENSG00000101888,direct,
OBSCN,OBSCN,ENSG00000154358,direct,
ONECUT2,ONECUT2,ENSG00000119547,direct,
OPA3,OPA3,ENSG00000125741,direct,
OPALIN,OPALIN,ENSG00000197430,direct,
OSMR,OSMR,ENSG00000145623,direct,
OTUB2,OTUB2,ENSG00000089723;ENSG00000277276,direct,
OTUD3,OTUD3,ENSG00000169914,direct,
OTUD4,OTUD4,ENSG00000164164,direct,
P4HA2,P4HA2,ENSG00000072682,direct,
PACS2,PACS2,ENSG00000179364,direct,
PAFAH2,PAFAH2,ENSG00000158006,direct,
PAG1,PAG1,ENSG00000076641,direct,
PAK1,PAK1,ENSG00000149269,direct,
PALM3,PALM3,ENSG00000187867;ENSG00000288318,direct,
PANX2,PANX2,ENSG00000073150,direct,
PAPOLG,PAPOLG,ENSG00000115421,direct,
PAPPA,PAPPA,ENSG00000182752,direct,
PAPSS2,PAPSS2,ENSG00000198682,direct,
PARD6B,PARD6B,ENSG00000124171,direct,
PARP14,PARP14,ENSG00000173193,direct,
PARP8,PARP8,ENSG00000151883,direct,
PARP9,PARP9,ENSG00000138496,direct,
PARS2,PARS2,ENSG00000162396,direct,
PARVB,PARVB,ENSG00000188677,direct,
PAX2,PAX2,ENSG00000075891,direct,
PBX1,PBX1,ENSG00000185630,direct,
PBX2,PBX2,ENSG00000204304;ENSG00000206315;ENSG00000224952;ENSG00000225987;ENSG00000232005;ENSG00000236353;ENSG00000237344,direct,
PBX3,PBX3,ENSG00000167081,direct,
PCDH20,PCDH20,ENSG00000197991;ENSG00000280165,direct,
PCGF3,PCGF3,ENSG00000185619,direct,
PCTP,PCTP,ENSG00000141179,direct,
PDCD11,PDCD11,ENSG00000148843,direct,
PDCD4,PDCD4,ENSG00000150593,direct,
PDE12,PDE12,ENSG00000174840,direct,
PDGFB,PDGFB,ENSG00000100311,direct,
PDLIM7,PDLIM7,ENSG00000196923,direct,
PDP2,PDP2,ENSG00000172840,direct,
PDPR,PDPR,ENSG00000090857,direct,
PEG10,PEG10,ENSG00000242265,direct,
PEX11B,PEX11B,ENSG00000131779,direct,
PGAP3,PGAP3,ENSG00000161395,direct,
PGM2L1,PGM2L1,ENSG00000165434,direct,
PGPEP1,PGPEP1,ENSG00000130517,direct,
PGR,PGR,ENSG00000082175,direct,
PGRMC1,PGRMC1,ENSG00000101856,direct,
PHACTR2,PHACTR2,ENSG00000112419,direct,
PHACTR4,PHACTR4,ENSG00000204138,direct,
PHC3,PHC3,ENSG00000173889,direct,
PHF8,PHF8,ENSG00000172943,direct,
PI4K2B,PI4K2B,ENSG00000038210,direct,
PIGA,PIGA,ENSG00000165195,direct,
PIK3C2B,PIK3C2B,ENSG00000133056,direct,
PIK3IP1,PIK3IP1,ENSG00000100100,direct,
PITPNM3,PITPNM3,ENSG00000091622,direct,
PITRM1,PITRM1,ENSG00000107959,direct,
PKIA,PKIA,ENSG00000171033,direct,
PKN2,PKN2,ENSG00000065243,direct,
PLA2G15,PLA2G15,ENSG00000103066,direct,
PLA2G3,PLA2G3,ENSG00000100078,direct,
PLAGL2,PLAGL2,ENSG00000126003,direct,
PLCB2,PLCB2,ENSG00000137841,direct,
PLCB4,PLCB4,ENSG00000101333,direct,
PLCXD1,PLCXD1,ENSG00000182378;ENSG00000292344,direct,
PLD3,PLD3,ENSG00000105223,direct,
PLEKHA6,PLEKHA6,ENSG00000143850,direct,
PLEKHA8,PLEKHA8,ENSG00000106086,direct,
PLEKHG6,PLEKHG6,ENSG00000008323,direct,
PLEKHH1,PLEKHH1,ENSG00000054690,direct,
PLGLB1,PLGLB1,ENSG00000183281,direct,
PLGLB2,PLGLB2,ENSG00000125551,direct,
PLSCR3,PLSCR3,ENSG00000187838;ENSG00000284009,direct,
PLXNA2,PLXNA2,ENSG00000076356,direct,
PLXNC1,PLXNC1,ENSG00000136040,direct,
PLXND1,PLXND1,ENSG00000004399,direct,
PM20D2,PM20D2,ENSG00000146281,direct,
PMAIP1,PMAIP1,ENSG00000141682,direct,
PMF1,PMF1,ENSG00000160783,direct,
PNKD,PNKD,ENSG00000127838,direct,
POC1B-GALNT4,POC1B-GALNT4,ENSG00000259075,direct,
POGZ,POGZ,ENSG00000143442,direct,
POLQ,POLQ,ENSG00000051341,direct,
POLR2D,POLR2D,ENSG00000144231,direct,
POLR3A,POLR3A,ENSG00000148606,direct,
POLR3D,POLR3D,ENSG00000168495,direct,
POM121,POM121,ENSG00000196313,direct,
POM121C,POM121C,ENSG00000272391,direct,
POP1,POP1,ENSG00000104356,direct,
POTEM,POTEM,ENSG00000222036,direct,
POU2F1,POU2F1,ENSG00000143190,direct,
PPARA,PPARA,ENSG00000186951,direct,
PPARGC1B,PPARGC1B,ENSG00000155846,direct,
PPAT,PPAT,ENSG00000128059,direct,
PPIA,PPIA,ENSG00000196262,direct,
PPP1R15B,PPP1R15B,ENSG00000158615,direct,
PPP1R8,PPP1R8,ENSG00000117751,direct,
PPP3CA,PPP3CA,ENSG00000138814,direct,
PPTC7,PPTC7,ENSG00000196850,direct,
PRDM1,PRDM1,ENSG00000057657,direct,
PRDM2,PRDM2,ENSG00000116731,direct,
PRIM2,PRIM2,ENSG00000146143,direct,
PRKAA2,PRKAA2,ENSG00000162409,direct,
PRLR,PRLR,ENSG00000113494,direct,
PRMT6,PRMT6,ENSG00000198890,direct,
PRR13,PRR13,ENSG00000205352,direct,
PRR14L,PRR14L,ENSG00000183530,direct,
PRR5-ARHGAP8,PRR5-ARHGAP8,ENSG00000248405,direct,
PRRC2B,PRRC2B,ENSG00000288701,direct,
PRRX1,PRRX1,ENSG00000116132,direct,
PRSS22,PRSS22,ENSG00000005001;ENSG00000282937,direct,
PRTG,PRTG,ENSG00000166450,direct,
PSKH1,PSKH1,ENSG00000159792,direct,
PSMB2,PSMB2,ENSG00000126067,direct,
PTAR1,PTAR1,ENSG00000188647,direct,
PTP4A2,PTP4A2,ENSG00000184007,direct,
PTPN3,PTPN3,ENSG00000070159,direct,
PTPRG,PTPRG,ENSG00000144724,direct,
PTPRU,PTPRU,ENSG00000060656,direct,
PURB,PURB,ENSG00000146676,direct,
PUS7L,PUS7L,ENSG00000129317,direct,
PXDN,PXDN,ENSG00000130508,direct,
PXT1,PXT1,ENSG00000179165,direct,
RAB11FIP4,RAB11FIP4,ENSG00000131242,direct,
RAB15,RAB15,ENSG00000139998,direct,
RAB22A,RAB22A,ENSG00000124209,direct,
RAB27B,RAB27B,ENSG00000041353,direct,
RAB3D,RAB3D,ENSG00000105514,direct,
RAB3GAP2,RAB3GAP2,ENSG00000118873,direct,
RAB40C,RAB40C,ENSG00000197562,direct,
RABEP1,RABEP1,ENSG00000029725,direct,
RAD1,RAD1,ENSG00000113456,direct,
RAD18,RAD18,ENSG00000070950,direct,
RAD9A,RAD9A,ENSG00000172613,direct,
RAG1,RAG1,ENSG00000166349,direct,
RALY,RALY,ENSG00000125970,direct,
RANBP2,RANBP2,ENSG00000153201,direct,
RASGRP1,RASGRP1,ENSG00000172575,direct,
RAVER2,RAVER2,ENSG00000162437,direct,
RBBP4,RBBP4,ENSG00000162521,direct,
RBM12B,RBM12B,ENSG00000183808,direct,
RBM19,RBM19,ENSG00000122965,direct,
RBM41,RBM41,ENSG00000089682,direct,
RBMS1,RBMS1,ENSG00000153250,direct,
RBMS2,RBMS2,ENSG00000076067,direct,
RCCD1,RCCD1,ENSG00000166965,direct,
RCHY1,RCHY1,ENSG00000163743,direct,
RCN1,RCN1,ENSG00000049449,direct,
RDH10,RDH10,ENSG00000121039,direct,
RDX,RDX,ENSG00000137710,direct,
RELL1,RELL1,ENSG00000181826,direct,
RFC1,RFC1,ENSG00000035928,direct,
RFFL,RFFL,ENSG00000092871,direct,
RFWD3,RFWD3,ENSG00000168411,direct,
RGPD5,RGPD5,ENSG00000015568,direct,
RGPD6,RGPD6,ENSG00000183054,direct,
RGPD8,RGPD8,ENSG00000169629,direct,
RGS16,RGS16,ENSG00000143333,direct,
RGS6,RGS6,ENSG00000182732,direct,
RHD,RHD,ENSG00000187010,direct,
RHPN2,RHPN2,ENSG00000131941,direct,
RMI2,RMI2,ENSG00000175643,direct,
RNF114,RNF114,ENSG00000124226,direct,
RNF168,RNF168,ENSG00000163961,direct,
RNF170,RNF170,ENSG00000120925,direct,
RNF20,RNF20,ENSG00000155827,direct,
RNF207,RNF207,ENSG00000158286,direct,
RNF213,RNF213,ENSG00000173821,direct,
RNF38,RNF38,ENSG00000137075,direct,
RNF44,RNF44,ENSG00000146083,direct,
RNF5,RNF5,ENSG00000183574;ENSG00000204308;ENSG00000223767;ENSG00000225452;ENSG00000227277;ENSG00000228405;ENSG00000228907,direct,
RNF7,RNF7,ENSG00000114125,direct,
RNGTT,RNGTT,ENSG00000111880,direct,
RNMT,RNMT,ENSG00000101654,direct,
RPL22L1,RPL22L1,ENSG00000163584,direct,
RPL23A,RPL23A,ENSG00000198242,direct,
RPS6KA3,RPS6KA3,ENSG00000177189,direct,
RRM2,RRM2,ENSG00000171848,direct,
RRN3,RRN3,ENSG00000085721;ENSG00000278494,direct,
RRP15,RRP15,ENSG00000067533,direct,
RRP1B,RRP1B,ENSG00000160208,direct,
RSPO2,RSPO2,ENSG00000147655,direct,
RTKN,RTKN,ENSG00000114993,direct,
RTTN,RTTN,ENSG00000176225,direct,
S100PBP,S100PBP,ENSG00000116497,direct,
SBK1,SBK1,ENSG00000188322,direct,
SBNO1,SBNO1,ENSG00000139697,direct,
SCD,SCD,ENSG00000099194,direct,
SCML4,SCML4,ENSG00000146285,direct,
SCN4B,SCN4B,ENSG00000177098,direct,
SCYL3,SCYL3,ENSG00000000457,direct,
SDR42E1,SDR42E1,ENSG00000184860,direct,
SEC14L1,SEC14L1,ENSG00000129657,direct,
SEC24C,SEC24C,ENSG00000176986,direct,
SECISBP2L,SECISBP2L,ENSG00000138593,direct,
SEMA3F,SEMA3F,ENSG00000001617,direct,
SEMA4C,SEMA4C,ENSG00000168758,direct,
SENP2,SENP2,ENSG00000163904,direct,
SENP5,SENP5,ENSG00000119231,direct,
SERF2,SERF2,ENSG00000140264,direct,
SERPINB9,SERPINB9,ENSG00000170542,direct,
SETX,SETX,ENSG00000107290,direct,
SFMBT1,SFMBT1,ENSG00000163935,direct,
SFT2D3,SFT2D3,ENSG00000173349,direct,
SGCB,SGCB,ENSG00000163069,direct,
SH3PXD2B,SH3PXD2B,ENSG00000174705,direct,
SH3TC2,SH3TC2,ENSG00000169247,direct,
SIKE1,SIKE1,ENSG00000052723,direct,
SLAMF6,SLAMF6,ENSG00000162739,direct,
SLC10A7,SLC10A7,ENSG00000120519,direct,
SLC12A7,SLC12A7,ENSG00000113504;ENSG00000276482,direct,
SLC12A9,SLC12A9,ENSG00000146828,direct,
SLC16A14,SLC16A14,ENSG00000163053,direct,
SLC16A9,SLC16A9,ENSG00000165449,direct,
SLC19A3,SLC19A3,ENSG00000135917,direct,
SLC1A4,SLC1A4,ENSG00000115902,direct,
SLC20A1,SLC20A1,ENSG00000144136,direct,
SLC25A24,SLC25A24,ENSG00000085491;ENSG00000284468,direct,
SLC25A32,SLC25A32,ENSG00000164933,direct,
SLC25A4,SLC25A4,ENSG00000151729,direct,
SLC25A40,SLC25A40,ENSG00000075303,direct,
SLC30A6,SLC30A6,ENSG00000152683,direct,
SLC31A1,SLC31A1,ENSG00000136868,direct,
SLC35B4,SLC35B4,ENSG00000205060,direct,
SLC35D2,SLC35D2,ENSG00000130958,direct,
SLC35E2B,SLC35E2B,ENSG00000189339,direct,
SLC37A3,SLC37A3,ENSG00000157800,direct,
SLC38A9,SLC38A9,ENSG00000177058,direct,
SLC41A2,SLC41A2,ENSG00000136052,direct,
SLC4A7,SLC4A7,ENSG00000033867,direct,
SLC5A6,SLC5A6,ENSG00000138074,direct,
SLC6A14,SLC6A14,ENSG00000268104,direct,
SLC6A15,SLC6A15,ENSG00000072041,direct,
SLC7A14,SLC7A14,ENSG00000013293,direct,
SLC7A8,SLC7A8,ENSG00000092068,direct,
SMAD2,SMAD2,ENSG00000175387,direct,
SMAP2,SMAP2,ENSG00000084070,direct,
SMARCAD1,SMARCAD1,ENSG00000163104,direct,
SMARCC1,SMARCC1,ENSG00000173473,direct,
SMC1A,SMC1A,ENSG00000072501,direct,
SMCR8,SMCR8,ENSG00000176994;ENSG00000283741,direct,
SMUG1,SMUG1,ENSG00000123415,direct,
SNAP23,SNAP23,ENSG00000092531,direct,
SNN,SNN,ENSG00000184602,direct,
SNRNP200,SNRNP200,ENSG00000144028,direct,
SNX1,SNX1,ENSG00000028528,direct,
SNX16,SNX16,ENSG00000104497,direct,
SNX30,SNX30,ENSG00000148158,direct,
SNX6,SNX6,ENSG00000129515,direct,
SOCS1,SOCS1,ENSG00000185338,direct,
SOCS4,SOCS4,ENSG00000180008,direct,
SOCS7,SOCS7,ENSG00000274211;ENSG00000274229,direct,
SOX13,SOX13,ENSG00000143842,direct,
SOX6,SOX6,ENSG00000110693,direct,
SPATA13,SPATA13,ENSG00000182957;ENSG00000228741,direct,
SPATA18,SPATA18,ENSG00000163071,direct,
SPATA19,SPATA19,ENSG00000166118,direct,
SPATA2,SPATA2,ENSG00000158480,direct,
SPEG,SPEG,ENSG00000072195,direct,
SPICE1,SPICE1,ENSG00000163611,direct,
SPIN1,SPIN1,ENSG00000106723,direct,
SPIRE1,SPIRE1,ENSG00000134278,direct,
SPON2,SPON2,ENSG00000159674,direct,
SPRYD4,SPRYD4,ENSG00000176422,direct,
SPRYD7,SPRYD7,ENSG00000123178,direct,
SPTBN4,SPTBN4,ENSG00000160460,direct,
SPTLC2,SPTLC2,ENSG00000100596,direct,
SREK1,SREK1,ENSG00000153914,direct,
SREK1IP1,SREK1IP1,ENSG00000153006,direct,
SRGAP1,SRGAP1,ENSG00000196935,direct,
SRGAP3,SRGAP3,ENSG00000196220,direct,
SRSF8,SRSF8,ENSG00000263465,direct,
SRXN1,SRXN1,ENSG00000271303,direct,
SSH1,SSH1,ENSG00000084112,direct,
SSTR5,SSTR5,ENSG00000162009,direct,
SSX4,SSX4,ENSG00000268009,direct,
SSX4B,SSX4B,ENSG00000269791,direct,
SSX5,SSX5,ENSG00000165583,direct,
SSX7,SSX7,ENSG00000187754,direct,
ST8SIA1,ST8SIA1,ENSG00000111728,direct,
STAG3,STAG3,ENSG00000066923,direct,
STAMBP,STAMBP,ENSG00000124356,direct,
STARD13,STARD13,ENSG00000133121,direct,
STARD3,STARD3,ENSG00000131748,direct,
STARD4,STARD4,ENSG00000164211,direct,
STARD9,STARD9,ENSG00000159433,direct,
STAT2,STAT2,ENSG00000170581,direct,
STEAP3,STEAP3,ENSG00000115107,direct,
STK24,STK24,ENSG00000102572,direct,
STK38,STK38,ENSG00000112079,direct,
STK4,STK4,ENSG00000101109,direct,
STK40,STK40,ENSG00000196182,direct,
STRBP,STRBP,ENSG00000165209,direct,
STRN,STRN,ENSG00000115808,direct,
STX11,STX11,ENSG00000135604,direct,
STX17,STX17,ENSG00000136874,direct,
STX1A,STX1A,ENSG00000106089,direct,
STX3,STX3,ENSG00000166900,direct,
STX6,STX6,ENSG00000135823,direct,
STXBP5,STXBP5,ENSG00000164506,direct,
STYX,STYX,ENSG00000198252,direct,
SUB1,SUB1,ENSG00000113387,direct,
SUCLG2,SUCLG2,ENSG00000172340,direct,
SULF1,SULF1,ENSG00000137573,direct,
SULF2,SULF2,ENSG00000196562,direct,
SUPT4H1,SUPT4H1,ENSG00000213246,direct,
SURF4,SURF4,ENSG00000148248;ENSG00000280951,direct,
SUSD2,SUSD2,ENSG00000099994,direct,
SWT1,SWT1,ENSG00000116668,direct,
SYNC,SYNC,ENSG00000162520,direct,
SYNCRIP,SYNCRIP,ENSG00000135316;ENSG00000271793,direct,
SYNJ2BP,SYNJ2BP,ENSG00000213463,direct,
SYNPO2L,SYNPO2L,ENSG00000166317,direct,
SYT11,SYT11,ENSG00000132718,direct,
SYT7,SYT7,ENSG00000011347,direct,
TAF5,TAF5,ENSG00000148835,direct,
TAOK1,TAOK1,ENSG00000160551,direct,
TARBP2,TARBP2,ENSG00000139546,direct,
TBC1D12,TBC1D12,ENSG00000108239,direct,
TBC1D13,TBC1D13,ENSG00000107021,direct,
TBC1D30,TBC1D30,ENSG00000111490,direct,
TBKBP1,TBKBP1,ENSG00000198933,direct,
TECPR2,TECPR2,ENSG00000196663,direct,
TEKT4P2,TEKT4P2,ENSG00000188681,direct,
TET2,TET2,ENSG00000168769,direct,
TET3,TET3,ENSG00000187605,direct,
TEX261,TEX261,ENSG00000144043,direct,
TFCP2L1,TFCP2L1,ENSG00000115112,direct,
TFE3,TFE3,ENSG00000068323;ENSG00000292217,direct,
TGFBR1,TGFBR1,ENSG00000106799,direct,
TGFBR3,TGFBR3,ENSG00000069702,direct,
TGOLN2,TGOLN2,ENSG00000152291;ENSG00000292253,direct,
THBS1,THBS1,ENSG00000137801,direct,
THEM4,THEM4,ENSG00000159445,direct,
THOC2,THOC2,ENSG00000125676,direct,
THRSP,THRSP,ENSG00000151365,direct,
TIA1,TIA1,ENSG00000116001,direct,
TIMM17B,TIMM17B,ENSG00000126768;ENSG00000292215,direct,
TK1,TK1,ENSG00000167900,direct,
TK2,TK2,ENSG00000166548,direct,
TMC7,TMC7,ENSG00000170537,direct,
TMED10,TMED10,ENSG00000170348,direct,
TMED4,TMED4,ENSG00000158604,direct,
TMED5,TMED5,ENSG00000117500,direct,
TMEM135,TMEM135,ENSG00000166575,direct,
TMEM138,TMEM138,ENSG00000149483,direct,
TMEM143,TMEM143,ENSG00000161558,direct,
TMEM144,TMEM144,ENSG00000164124,direct,
TMEM164,TMEM164,ENSG00000157600,direct,
TMEM167A,TMEM167A,ENSG00000174695,direct,
TMEM192,TMEM192,ENSG00000170088,direct,
TMEM220,TMEM220,ENSG00000187824,direct,
TMEM236,TMEM236,ENSG00000148483,direct,
TMEM26,TMEM26,ENSG00000196932,direct,
TMEM41A,TMEM41A,ENSG00000163900,direct,
TMEM41B,TMEM41B,ENSG00000166471,direct,
TMEM65,TMEM65,ENSG00000164983,direct,
TMPO,TMPO,ENSG00000120802,direct,
TMPPE,TMPPE,ENSG00000188167,direct,
TMPRSS11F,TMPRSS11F,ENSG00000198092,direct,
TMPRSS2,TMPRSS2,ENSG00000184012,direct,
TMTC3,TMTC3,ENSG00000139324,direct,
TMX3,TMX3,ENSG00000166479,direct,
TNFAIP3,TNFAIP3,ENSG00000118503,direct,
TNFAIP8L1,TNFAIP8L1,ENSG00000185361,direct,
TNFSF10,TNFSF10,ENSG00000121858,direct,
TNKS,TNKS,ENSG00000173273;ENSG00000285372,direct,
TOB2,TOB2,ENSG00000183864,direct,
TOR1AIP2,TOR1AIP2,ENSG00000169905,direct,
TOX4,TOX4,ENSG00000092203,direct,
TP53,TP53,ENSG00000141510,direct,
TP53INP2,TP53INP2,ENSG00000078804,direct,
TP53RK,TP53RK,ENSG00000172315,direct,
TP63,TP63,ENSG00000073282,direct,
TPP1,TPP1,ENSG00000166340,direct,
TRAK2,TRAK2,ENSG00000115993,direct,
TRAM2,TRAM2,ENSG00000065308,direct,
TRAPPC1,TRAPPC1,ENSG00000170043,direct,
TRAPPC10,TRAPPC10,ENSG00000160218,direct,
TRIB1,TRIB1,ENSG00000173334,direct,
TRIB2,TRIB2,ENSG00000071575,direct,
TRIM13,TRIM13,ENSG00000204977,direct,
TRIM33,TRIM33,ENSG00000197323,direct,
TRIM41,TRIM41,ENSG00000146063,direct,
TRIM5,TRIM5,ENSG00000132256,direct,
TRIM65,TRIM65,ENSG00000141569,direct,
TRIOBP,TRIOBP,ENSG00000100106,direct,
TRMT1L,TRMT1L,ENSG00000121486,direct,
TSC1,TSC1,ENSG00000165699,direct,
TSC22D2,TSC22D2,ENSG00000196428,direct,
TSPAN11,TSPAN11,ENSG00000110900,direct,
TSPEAR,TSPEAR,ENSG00000175894,direct,
TSPYL5,TSPYL5,ENSG00000180543,direct,
TSTD2,TSTD2,ENSG00000136925,direct,
TTC31,TTC31,ENSG00000115282,direct,
TTC39C,TTC39C,ENSG00000168234,direct,
TTL,TTL,ENSG00000114999,direct,
TTLL4,TTLL4,ENSG00000135912,direct,
TTYH3,TTYH3,ENSG00000136295,direct,
TUBB,TUBB,ENSG00000183311;ENSG00000196230;ENSG00000224156;ENSG00000227739;ENSG00000229684;ENSG00000232421;ENSG00000232575;ENSG00000235067,direct,
TULP4,TULP4,ENSG00000130338,direct,
TUSC2,TUSC2,ENSG00000114383,direct,
TXLNA,TXLNA,ENSG00000084652,direct,
TXLNG,TXLNG,ENSG00000086712,direct,
TXNDC15,TXNDC15,ENSG00000113621,direct,
TYW5,TYW5,ENSG00000162971,direct,
UBE2G2,UBE2G2,ENSG00000184787,direct,
UBFD1,UBFD1,ENSG00000103353,direct,
UBN2,UBN2,ENSG00000157741,direct,
UBOX5,UBOX5,ENSG00000185019,direct,
UBQLN4,UBQLN4,ENSG00000160803,direct,
UBXN2B,UBXN2B,ENSG00000215114,direct,
UBXN4,UBXN4,ENSG00000144224,direct,
UCHL5,UCHL5,ENSG00000116750,direct,
UGGT1,UGGT1,ENSG00000136731,direct,
UHRF1,UHRF1,ENSG00000276043,direct,
UHRF2,UHRF2,ENSG00000147854,direct,
ULK2,ULK2,ENSG00000083290,direct,
UPB1,UPB1,ENSG00000100024,direct,
URB1,URB1,ENSG00000142207,direct,
USO1,USO1,ENSG00000138768,direct,
USP12,USP12,ENSG00000152484,direct,
USP21,USP21,ENSG00000143258,direct,
USP32,USP32,ENSG00000170832,direct,
USP37,USP37,ENSG00000135913,direct,
USP38,USP38,ENSG00000170185,direct,
USP44,USP44,ENSG00000136014,direct,
USP47,USP47,ENSG00000170242,direct,
USP6,USP6,ENSG00000129204,direct,
UST,UST,ENSG00000111962,direct,
UTP15,UTP15,ENSG00000164338,direct,
UTRN,UTRN,ENSG00000152818,direct,
VAV3,VAV3,ENSG00000134215,direct,
VCL,VCL,ENSG00000035403,direct,
VEZT,VEZT,ENSG00000028203,direct,
VGLL3,VGLL3,ENSG00000206538,direct,
VMA21,VMA21,ENSG00000160131,direct,
VPS25,VPS25,ENSG00000131475,direct,
VPS26B,VPS26B,ENSG00000151502,direct,
VPS33A,VPS33A,ENSG00000139719,direct,
WASL,WASL,ENSG00000106299,direct,
WDR37,WDR37,ENSG00000047056,direct,
WDR73,WDR73,ENSG00000177082;ENSG00000291629,direct,
WDR89,WDR89,ENSG00000140006,direct,
WIPI2,WIPI2,ENSG00000157954,direct,
WNT1,WNT1,ENSG00000125084,direct,
XAF1,XAF1,ENSG00000132530,direct,
XG,XG,ENSG00000124343,direct,
XK,XK,ENSG00000047597,direct,
XKR8,XKR8,ENSG00000158156,direct,
XRN1,XRN1,ENSG00000114127,direct,
XYLT1,XYLT1,ENSG00000103489;ENSG00000285395,direct,
YAP1,YAP1,ENSG00000137693,direct,
YOD1,YOD1,ENSG00000180667,direct,
YPEL2,YPEL2,ENSG00000175155,direct,
YTHDF3,YTHDF3,ENSG00000185728,direct,
YWHAE,YWHAE,ENSG00000108953;ENSG00000274474,direct,
ZBTB10,ZBTB10,ENSG00000205189,direct,
ZBTB24,ZBTB24,ENSG00000112365,direct,
