mirna_id,gene_id,weight
hsa-let-7b,ENSG00000135476,1.0
hsa-let-7c,ENSG00000135476,1.0
hsa-let-7d,ENSG00000135476,1.0
hsa-let-7e,ENSG00000135476,1.0
hsa-let-7g,ENSG00000135476,1.0
hsa-let-7i,ENSG00000135476,1.0
hsa-let-7b,ENSG00000103067,1.0
hsa-let-7c,ENSG00000103067,1.0
hsa-let-7d,ENSG00000103067,1.0
hsa-let-7e,ENSG00000103067,1.0
hsa-let-7g,ENSG00000103067,1.0
hsa-let-7i,ENSG00000103067,1.0
hsa-let-7b,ENSG00000139163,1.0
hsa-let-7c,ENSG00000139163,1.0
hsa-let-7d,ENSG00000139163,1.0
hsa-let-7e,ENSG00000139163,1.0
hsa-let-7g,ENSG00000139163,1.0
hsa-let-7i,ENSG00000139163,1.0
hsa-let-7b,ENSG00000185862;ENSG00000291721,1.0
hsa-let-7c,ENSG00000185862;ENSG00000291721,1.0
hsa-let-7d,ENSG00000185862;ENSG00000291721,1.0
hsa-let-7e,ENSG00000185862;ENSG00000291721,1.0
hsa-let-7g,ENSG00000185862;ENSG00000291721,1.0
hsa-let-7i,ENSG00000185862;ENSG00000291721,1.0
hsa-let-7b,ENSG00000158161,1.0
hsa-let-7c,ENSG00000158161,1.0
hsa-let-7d,ENSG00000158161,1.0
hsa-let-7e,ENSG00000158161,1.0
hsa-let-7g,ENSG00000158161,1.0
hsa-let-7i,ENSG00000158161,1.0
hsa-let-7b,ENSG00000133193,1.0
hsa-let-7c,ENSG00000133193,1.0
hsa-let-7d,ENSG00000133193,1.0
hsa-let-7e,ENSG00000133193,1.0
hsa-let-7g,ENSG00000133193,1.0
hsa-let-7i,ENSG00000133193,1.0
hsa-let-7b,ENSG00000100376,1.0
hsa-let-7c,ENSG00000100376,1.0
hsa-let-7d,ENSG00000100376,1.0
hsa-let-7e,ENSG00000100376,1.0
hsa-let-7g,ENSG00000100376,1.0
hsa-let-7i,ENSG00000100376,1.0
hsa-let-7b,ENSG00000104059,1.0
hsa-let-7c,ENSG00000104059,1.0
hsa-let-7d,ENSG00000104059,1.0
hsa-let-7e,ENSG00000104059,1.0
hsa-let-7g,ENSG00000104059,1.0
hsa-let-7i,ENSG00000104059,1.0
hsa-let-7b,ENSG00000185112,1.0
hsa-let-7c,ENSG00000185112,1.0
hsa-let-7d,ENSG00000185112,1.0
hsa-let-7e,ENSG00000185112,1.0
hsa-let-7g,ENSG00000185112,1.0
hsa-let-7i,ENSG00000185112,1.0
hsa-let-7b,ENSG00000196550,1.0
hsa-let-7c,ENSG00000196550,1.0
hsa-let-7d,ENSG00000196550,1.0
hsa-let-7e,ENSG00000196550,1.0
hsa-let-7g,ENSG00000196550,1.0
hsa-let-7i,ENSG00000196550,1.0
hsa-let-7b,ENSG00000188610,1.0
hsa-let-7c,ENSG00000188610,1.0
hsa-let-7d,ENSG00000188610,1.0
hsa-let-7e,ENSG00000188610,1.0
hsa-let-7g,ENSG00000188610,1.0
hsa-let-7i,ENSG00000188610,1.0
hsa-let-7b,ENSG00000215784,1.0
hsa-let-7c,ENSG00000215784,1.0
hsa-let-7d,ENSG00000215784,1.0
hsa-let-7e,ENSG00000215784,1.0
hsa-let-7g,ENSG00000215784,1.0
hsa-let-7i,ENSG00000215784,1.0
hsa-let-7b,ENSG00000152767,1.0
hsa-let-7c,ENSG00000152767,1.0
hsa-let-7d,ENSG00000152767,1.0
hsa-let-7e,ENSG00000152767,1.0
hsa-let-7g,ENSG00000152767,1.0
hsa-let-7i,ENSG00000152767,1.0
hsa-let-7b,ENSG00000117560,1.0
hsa-let-7c,ENSG00000117560,1.0
hsa-let-7d,ENSG00000117560,1.0
hsa-let-7e,ENSG00000117560,1.0
hsa-let-7g,ENSG00000117560,1.0
hsa-let-7i,ENSG00000117560,1.0
hsa-let-7b,ENSG00000127452,1.0
hsa-let-7c,ENSG00000127452,1.0
hsa-let-7d,ENSG00000127452,1.0
hsa-let-7e,ENSG00000127452,1.0
hsa-let-7g,ENSG00000127452,1.0
hsa-let-7i,ENSG00000127452,1.0
hsa-let-7b,ENSG00000119402,1.0
hsa-let-7c,ENSG00000119402,1.0
hsa-let-7d,ENSG00000119402,1.0
hsa-let-7e,ENSG00000119402,1.0
hsa-let-7g,ENSG00000119402,1.0
hsa-let-7i,ENSG00000119402,1.0
hsa-let-7b,ENSG00000180263,1.0
hsa-let-7c,ENSG00000180263,1.0
hsa-let-7d,ENSG00000180263,1.0
hsa-let-7e,ENSG00000180263,1.0
hsa-let-7g,ENSG00000180263,1.0
hsa-let-7i,ENSG00000180263,1.0
hsa-let-7b,ENSG00000077782,1.0
hsa-let-7c,ENSG00000077782,1.0
hsa-let-7d,ENSG00000077782,1.0
hsa-let-7e,ENSG00000077782,1.0
hsa-let-7g,ENSG00000077782,1.0
hsa-let-7i,ENSG00000077782,1.0
hsa-let-7b,ENSG00000261308,1.0
hsa-let-7c,ENSG00000261308,1.0
hsa-let-7d,ENSG00000261308,1.0
hsa-let-7e,ENSG00000261308,1.0
hsa-let-7g,ENSG00000261308,1.0
hsa-let-7i,ENSG00000261308,1.0
hsa-let-7b,ENSG00000100442,1.0
hsa-let-7c,ENSG00000100442,1.0
hsa-let-7d,ENSG00000100442,1.0
hsa-let-7e,ENSG00000100442,1.0
hsa-let-7g,ENSG00000100442,1.0
hsa-let-7i,ENSG00000100442,1.0
hsa-let-7b,ENSG00000181027,1.0
hsa-let-7c,ENSG00000181027,1.0
hsa-let-7d,ENSG00000181027,1.0
hsa-let-7e,ENSG00000181027,1.0
hsa-let-7g,ENSG00000181027,1.0
hsa-let-7i,ENSG00000181027,1.0
hsa-let-7b,ENSG00000106692,1.0
hsa-let-7c,ENSG00000106692,1.0
hsa-let-7d,ENSG00000106692,1.0
hsa-let-7e,ENSG00000106692,1.0
hsa-let-7g,ENSG00000106692,1.0
hsa-let-7i,ENSG00000106692,1.0
hsa-let-7b,ENSG00000094963,1.0
hsa-let-7c,ENSG00000094963,1.0
hsa-let-7d,ENSG00000094963,1.0
hsa-let-7e,ENSG00000094963,1.0
hsa-let-7g,ENSG00000094963,1.0
hsa-let-7i,ENSG00000094963,1.0
hsa-let-7b,ENSG00000102531,1.0
hsa-let-7c,ENSG00000102531,1.0
hsa-let-7d,ENSG00000102531,1.0
hsa-let-7e,ENSG00000102531,1.0
hsa-let-7g,ENSG00000102531,1.0
hsa-let-7i,ENSG00000102531,1.0
hsa-let-7b,ENSG00000075420,1.0
hsa-let-7c,ENSG00000075420,1.0
hsa-let-7d,ENSG00000075420,1.0
hsa-let-7e,ENSG00000075420,1.0
hsa-let-7g,ENSG00000075420,1.0
hsa-let-7i,ENSG00000075420,1.0
hsa-let-7b,ENSG00000217128,1.0
hsa-let-7c,ENSG00000217128,1.0
hsa-let-7d,ENSG00000217128,1.0
hsa-let-7e,ENSG00000217128,1.0
hsa-let-7g,ENSG00000217128,1.0
hsa-let-7i,ENSG00000217128,1.0
hsa-let-7b,ENSG00000114861,1.0
hsa-let-7c,ENSG00000114861,1.0
hsa-let-7d,ENSG00000114861,1.0
hsa-let-7e,ENSG00000114861,1.0
hsa-let-7g,ENSG00000114861,1.0
hsa-let-7i,ENSG00000114861,1.0
hsa-let-7b,ENSG00000181274,1.0
hsa-let-7c,ENSG00000181274,1.0
hsa-let-7d,ENSG00000181274,1.0
hsa-let-7e,ENSG00000181274,1.0
hsa-let-7g,ENSG00000181274,1.0
hsa-let-7i,ENSG00000181274,1.0
hsa-let-7b,ENSG00000150893,1.0
hsa-let-7c,ENSG00000150893,1.0
hsa-let-7d,ENSG00000150893,1.0
hsa-let-7e,ENSG00000150893,1.0
hsa-let-7g,ENSG00000150893,1.0
hsa-let-7i,ENSG00000150893,1.0
hsa-let-7b,ENSG00000165060,1.0
hsa-let-7c,ENSG00000165060,1.0
hsa-let-7d,ENSG00000165060,1.0
hsa-let-7e,ENSG00000165060,1.0
hsa-let-7g,ENSG00000165060,1.0
hsa-let-7i,ENSG00000165060,1.0
hsa-let-7b,ENSG00000089327,1.0
hsa-let-7c,ENSG00000089327,1.0
hsa-let-7d,ENSG00000089327,1.0
hsa-let-7e,ENSG00000089327,1.0
hsa-let-7g,ENSG00000089327,1.0
hsa-let-7i,ENSG00000089327,1.0
hsa-let-7b,ENSG00000104290,1.0
hsa-let-7c,ENSG00000104290,1.0
hsa-let-7d,ENSG00000104290,1.0
hsa-let-7e,ENSG00000104290,1.0
hsa-let-7g,ENSG00000104290,1.0
hsa-let-7i,ENSG00000104290,1.0
hsa-let-7b,ENSG00000163251,1.0
hsa-let-7c,ENSG00000163251,1.0
hsa-let-7d,ENSG00000163251,1.0
hsa-let-7e,ENSG00000163251,1.0
hsa-let-7g,ENSG00000163251,1.0
hsa-let-7i,ENSG00000163251,1.0
hsa-let-7b,ENSG00000164574,1.0
hsa-let-7c,ENSG00000164574,1.0
hsa-let-7d,ENSG00000164574,1.0
hsa-let-7e,ENSG00000164574,1.0
hsa-let-7g,ENSG00000164574,1.0
hsa-let-7i,ENSG00000164574,1.0
hsa-let-7b,ENSG00000119514,1.0
hsa-let-7c,ENSG00000119514,1.0
hsa-let-7d,ENSG00000119514,1.0
hsa-let-7e,ENSG00000119514,1.0
hsa-let-7g,ENSG00000119514,1.0
hsa-let-7i,ENSG00000119514,1.0
hsa-let-7b,ENSG00000141429,1.0
hsa-let-7c,ENSG00000141429,1.0
hsa-let-7d,ENSG00000141429,1.0
hsa-let-7e,ENSG00000141429,1.0
hsa-let-7g,ENSG00000141429,1.0
hsa-let-7i,ENSG00000141429,1.0
hsa-let-7b,ENSG00000144278,1.0
hsa-let-7c,ENSG00000144278,1.0
hsa-let-7d,ENSG00000144278,1.0
hsa-let-7e,ENSG00000144278,1.0
hsa-let-7g,ENSG00000144278,1.0
hsa-let-7i,ENSG00000144278,1.0
hsa-let-7b,ENSG00000143641,1.0
hsa-let-7c,ENSG00000143641,1.0
hsa-let-7d,ENSG00000143641,1.0
hsa-let-7e,ENSG00000143641,1.0
hsa-let-7g,ENSG00000143641,1.0
hsa-let-7i,ENSG00000143641,1.0
hsa-let-7b,ENSG00000257594,1.0
hsa-let-7c,ENSG00000257594,1.0
hsa-let-7d,ENSG00000257594,1.0
hsa-let-7e,ENSG00000257594,1.0
hsa-let-7g,ENSG00000257594,1.0
hsa-let-7i,ENSG00000257594,1.0
hsa-let-7b,ENSG00000261609,1.0
hsa-let-7c,ENSG00000261609,1.0
hsa-let-7d,ENSG00000261609,1.0
hsa-let-7e,ENSG00000261609,1.0
hsa-let-7g,ENSG00000261609,1.0
hsa-let-7i,ENSG00000261609,1.0
hsa-let-7b,ENSG00000089597,1.0
hsa-let-7c,ENSG00000089597,1.0
hsa-let-7d,ENSG00000089597,1.0
hsa-let-7e,ENSG00000089597,1.0
hsa-let-7g,ENSG00000089597,1.0
hsa-let-7i,ENSG00000089597,1.0
hsa-let-7b,ENSG00000171766,1.0
hsa-let-7c,ENSG00000171766,1.0
hsa-let-7d,ENSG00000171766,1.0
hsa-let-7e,ENSG00000171766,1.0
hsa-let-7g,ENSG00000171766,1.0
hsa-let-7i,ENSG00000171766,1.0
hsa-let-7b,ENSG00000104381,1.0
hsa-let-7c,ENSG00000104381,1.0
hsa-let-7d,ENSG00000104381,1.0
hsa-let-7e,ENSG00000104381,1.0
hsa-let-7g,ENSG00000104381,1.0
hsa-let-7i,ENSG00000104381,1.0
hsa-let-7b,ENSG00000142252,1.0
hsa-let-7c,ENSG00000142252,1.0
hsa-let-7d,ENSG00000142252,1.0
hsa-let-7e,ENSG00000142252,1.0
hsa-let-7g,ENSG00000142252,1.0
hsa-let-7i,ENSG00000142252,1.0
hsa-let-7b,ENSG00000145990,1.0
hsa-let-7c,ENSG00000145990,1.0
hsa-let-7d,ENSG00000145990,1.0
hsa-let-7e,ENSG00000145990,1.0
hsa-let-7g,ENSG00000145990,1.0
hsa-let-7i,ENSG00000145990,1.0
hsa-let-7b,ENSG00000103365,1.0
hsa-let-7c,ENSG00000103365,1.0
hsa-let-7d,ENSG00000103365,1.0
hsa-let-7e,ENSG00000103365,1.0
hsa-let-7g,ENSG00000103365,1.0
hsa-let-7i,ENSG00000103365,1.0
hsa-let-7b,ENSG00000115486,1.0
hsa-let-7c,ENSG00000115486,1.0
hsa-let-7d,ENSG00000115486,1.0
hsa-let-7e,ENSG00000115486,1.0
hsa-let-7g,ENSG00000115486,1.0
hsa-let-7i,ENSG00000115486,1.0
hsa-let-7b,ENSG00000112964,1.0
hsa-let-7c,ENSG00000112964,1.0
hsa-let-7d,ENSG00000112964,1.0
hsa-let-7e,ENSG00000112964,1.0
hsa-let-7g,ENSG00000112964,1.0
hsa-let-7i,ENSG00000112964,1.0
hsa-let-7b,ENSG00000106128,1.0
hsa-let-7c,ENSG00000106128,1.0
hsa-let-7d,ENSG00000106128,1.0
hsa-let-7e,ENSG00000106128,1.0
hsa-let-7g,ENSG00000106128,1.0
hsa-let-7i,ENSG00000106128,1.0
hsa-let-7b,ENSG00000123159,1.0
hsa-let-7c,ENSG00000123159,1.0
hsa-let-7d,ENSG00000123159,1.0
hsa-let-7e,ENSG00000123159,1.0
hsa-let-7g,ENSG00000123159,1.0
hsa-let-7i,ENSG00000123159,1.0
hsa-let-7b,ENSG00000189433,1.0
hsa-let-7c,ENSG00000189433,1.0
hsa-let-7d,ENSG00000189433,1.0
hsa-let-7e,ENSG00000189433,1.0
hsa-let-7g,ENSG00000189433,1.0
hsa-let-7i,ENSG00000189433,1.0
hsa-let-7b,ENSG00000175066,1.0
hsa-let-7c,ENSG00000175066,1.0
hsa-let-7d,ENSG00000175066,1.0
hsa-let-7e,ENSG00000175066,1.0
hsa-let-7g,ENSG00000175066,1.0
hsa-let-7i,ENSG00000175066,1.0
hsa-let-7b,ENSG00000170266,1.0
hsa-let-7c,ENSG00000170266,1.0
hsa-let-7d,ENSG00000170266,1.0
hsa-let-7e,ENSG00000170266,1.0
hsa-let-7g,ENSG00000170266,1.0
hsa-let-7i,ENSG00000170266,1.0
hsa-let-7b,ENSG00000124767,1.0
hsa-let-7c,ENSG00000124767,1.0
hsa-let-7d,ENSG00000124767,1.0
hsa-let-7e,ENSG00000124767,1.0
hsa-let-7g,ENSG00000124767,1.0
hsa-let-7i,ENSG00000124767,1.0
hsa-let-7b,ENSG00000100938;ENSG00000284752,1.0
hsa-let-7c,ENSG00000100938;ENSG00000284752,1.0
hsa-let-7d,ENSG00000100938;ENSG00000284752,1.0
hsa-let-7e,ENSG00000100938;ENSG00000284752,1.0
hsa-let-7g,ENSG00000100938;ENSG00000284752,1.0
hsa-let-7i,ENSG00000100938;ENSG00000284752,1.0
hsa-let-7b,ENSG00000174021,1.0
hsa-let-7c,ENSG00000174021,1.0
hsa-let-7d,ENSG00000174021,1.0
hsa-let-7e,ENSG00000174021,1.0
hsa-let-7g,ENSG00000174021,1.0
hsa-let-7i,ENSG00000174021,1.0
hsa-let-7b,ENSG00000111670,1.0
hsa-let-7c,ENSG00000111670,1.0
hsa-let-7d,ENSG00000111670,1.0
hsa-let-7e,ENSG00000111670,1.0
hsa-let-7g,ENSG00000111670,1.0
hsa-let-7i,ENSG00000111670,1.0
hsa-let-7b,ENSG00000144674,1.0
hsa-let-7c,ENSG00000144674,1.0
hsa-let-7d,ENSG00000144674,1.0
hsa-let-7e,ENSG00000144674,1.0
hsa-let-7g,ENSG00000144674,1.0
hsa-let-7i,ENSG00000144674,1.0
hsa-let-7b,ENSG00000167195,1.0
hsa-let-7c,ENSG00000167195,1.0
hsa-let-7d,ENSG00000167195,1.0
hsa-let-7e,ENSG00000167195,1.0
hsa-let-7g,ENSG00000167195,1.0
hsa-let-7i,ENSG00000167195,1.0
hsa-let-7b,ENSG00000197978;ENSG00000274320,1.0
hsa-let-7c,ENSG00000197978;ENSG00000274320,1.0
hsa-let-7d,ENSG00000197978;ENSG00000274320,1.0
hsa-let-7e,ENSG00000197978;ENSG00000274320,1.0
hsa-let-7g,ENSG00000197978;ENSG00000274320,1.0
hsa-let-7i,ENSG00000197978;ENSG00000274320,1.0
hsa-let-7b,ENSG00000111711,1.0
hsa-let-7c,ENSG00000111711,1.0
hsa-let-7d,ENSG00000111711,1.0
hsa-let-7e,ENSG00000111711,1.0
hsa-let-7g,ENSG00000111711,1.0
hsa-let-7i,ENSG00000111711,1.0
hsa-let-7b,ENSG00000198746,1.0
hsa-let-7c,ENSG00000198746,1.0
hsa-let-7d,ENSG00000198746,1.0
hsa-let-7e,ENSG00000198746,1.0
hsa-let-7g,ENSG00000198746,1.0
hsa-let-7i,ENSG00000198746,1.0
hsa-let-7b,ENSG00000125772,1.0
hsa-let-7c,ENSG00000125772,1.0
hsa-let-7d,ENSG00000125772,1.0
hsa-let-7e,ENSG00000125772,1.0
hsa-let-7g,ENSG00000125772,1.0
hsa-let-7i,ENSG00000125772,1.0
hsa-let-7b,ENSG00000173264,1.0
hsa-let-7c,ENSG00000173264,1.0
hsa-let-7d,ENSG00000173264,1.0
hsa-let-7e,ENSG00000173264,1.0
hsa-let-7g,ENSG00000173264,1.0
hsa-let-7i,ENSG00000173264,1.0
hsa-let-7b,ENSG00000163328,1.0
hsa-let-7c,ENSG00000163328,1.0
hsa-let-7d,ENSG00000163328,1.0
hsa-let-7e,ENSG00000163328,1.0
hsa-let-7g,ENSG00000163328,1.0
hsa-let-7i,ENSG00000163328,1.0
hsa-let-7b,ENSG00000211445,1.0
hsa-let-7c,ENSG00000211445,1.0
hsa-let-7d,ENSG00000211445,1.0
hsa-let-7e,ENSG00000211445,1.0
hsa-let-7g,ENSG00000211445,1.0
hsa-let-7i,ENSG00000211445,1.0
hsa-let-7b,ENSG00000164294,1.0
hsa-let-7c,ENSG00000164294,1.0
hsa-let-7d,ENSG00000164294,1.0
hsa-let-7e,ENSG00000164294,1.0
hsa-let-7g,ENSG00000164294,1.0
hsa-let-7i,ENSG00000164294,1.0
hsa-let-7b,ENSG00000196208,1.0
hsa-let-7c,ENSG00000196208,1.0
hsa-let-7d,ENSG00000196208,1.0
hsa-let-7e,ENSG00000196208,1.0
hsa-let-7g,ENSG00000196208,1.0
hsa-let-7i,ENSG00000196208,1.0
hsa-let-7b,ENSG00000164284,1.0
hsa-let-7c,ENSG00000164284,1.0
hsa-let-7d,ENSG00000164284,1.0
hsa-let-7e,ENSG00000164284,1.0
hsa-let-7g,ENSG00000164284,1.0
hsa-let-7i,ENSG00000164284,1.0
hsa-let-7b,ENSG00000103342,1.0
hsa-let-7c,ENSG00000103342,1.0
hsa-let-7d,ENSG00000103342,1.0
hsa-let-7e,ENSG00000103342,1.0
hsa-let-7g,ENSG00000103342,1.0
hsa-let-7i,ENSG00000103342,1.0
hsa-let-7b,ENSG00000263001,1.0
hsa-let-7c,ENSG00000263001,1.0
hsa-let-7d,ENSG00000263001,1.0
hsa-let-7e,ENSG00000263001,1.0
hsa-let-7g,ENSG00000263001,1.0
hsa-let-7i,ENSG00000263001,1.0
hsa-let-7b,ENSG00000151233,1.0
hsa-let-7c,ENSG00000151233,1.0
hsa-let-7d,ENSG00000151233,1.0
hsa-let-7e,ENSG00000151233,1.0
hsa-let-7g,ENSG00000151233,1.0
hsa-let-7i,ENSG00000151233,1.0
hsa-let-7b,ENSG00000049239,1.0
hsa-let-7c,ENSG00000049239,1.0
hsa-let-7d,ENSG00000049239,1.0
hsa-let-7e,ENSG00000049239,1.0
hsa-let-7g,ENSG00000049239,1.0
hsa-let-7i,ENSG00000049239,1.0
hsa-let-7b,ENSG00000113196,1.0
hsa-let-7c,ENSG00000113196,1.0
hsa-let-7d,ENSG00000113196,1.0
hsa-let-7e,ENSG00000113196,1.0
hsa-let-7g,ENSG00000113196,1.0
hsa-let-7i,ENSG00000113196,1.0
hsa-let-7b,ENSG00000111727,1.0
hsa-let-7c,ENSG00000111727,1.0
hsa-let-7d,ENSG00000111727,1.0
hsa-let-7e,ENSG00000111727,1.0
hsa-let-7g,ENSG00000111727,1.0
hsa-let-7i,ENSG00000111727,1.0
hsa-let-7b,ENSG00000196591,1.0
hsa-let-7c,ENSG00000196591,1.0
hsa-let-7d,ENSG00000196591,1.0
hsa-let-7e,ENSG00000196591,1.0
hsa-let-7g,ENSG00000196591,1.0
hsa-let-7i,ENSG00000196591,1.0
hsa-let-7b,ENSG00000165338,1.0
hsa-let-7c,ENSG00000165338,1.0
hsa-let-7d,ENSG00000165338,1.0
hsa-let-7e,ENSG00000165338,1.0
hsa-let-7g,ENSG00000165338,1.0
hsa-let-7i,ENSG00000165338,1.0
hsa-let-7b,ENSG00000198265,1.0
hsa-let-7c,ENSG00000198265,1.0
hsa-let-7d,ENSG00000198265,1.0
hsa-let-7e,ENSG00000198265,1.0
hsa-let-7g,ENSG00000198265,1.0
hsa-let-7i,ENSG00000198265,1.0
hsa-let-7b,ENSG00000169635,1.0
hsa-let-7c,ENSG00000169635,1.0
hsa-let-7d,ENSG00000169635,1.0
hsa-let-7e,ENSG00000169635,1.0
hsa-let-7g,ENSG00000169635,1.0
hsa-let-7i,ENSG00000169635,1.0
hsa-let-7b,ENSG00000166135,1.0
hsa-let-7c,ENSG00000166135,1.0
hsa-let-7d,ENSG00000166135,1.0
hsa-let-7e,ENSG00000166135,1.0
hsa-let-7g,ENSG00000166135,1.0
hsa-let-7i,ENSG00000166135,1.0
hsa-let-7b,ENSG00000064393,1.0
hsa-let-7c,ENSG00000064393,1.0
hsa-let-7d,ENSG00000064393,1.0
hsa-let-7e,ENSG00000064393,1.0
hsa-let-7g,ENSG00000064393,1.0
hsa-let-7i,ENSG00000064393,1.0
hsa-let-7b,ENSG00000137309,1.0
hsa-let-7c,ENSG00000137309,1.0
hsa-let-7d,ENSG00000137309,1.0
hsa-let-7e,ENSG00000137309,1.0
hsa-let-7g,ENSG00000137309,1.0
hsa-let-7i,ENSG00000137309,1.0
hsa-let-7b,ENSG00000100281,1.0
hsa-let-7c,ENSG00000100281,1.0
hsa-let-7d,ENSG00000100281,1.0
hsa-let-7e,ENSG00000100281,1.0
hsa-let-7g,ENSG00000100281,1.0
hsa-let-7i,ENSG00000100281,1.0
hsa-let-7b,ENSG00000092199,1.0
hsa-let-7c,ENSG00000092199,1.0
hsa-let-7d,ENSG00000092199,1.0
hsa-let-7e,ENSG00000092199,1.0
hsa-let-7g,ENSG00000092199,1.0
hsa-let-7i,ENSG00000092199,1.0
hsa-let-7b,ENSG00000123388,1.0
hsa-let-7c,ENSG00000123388,1.0
hsa-let-7d,ENSG00000123388,1.0
hsa-let-7e,ENSG00000123388,1.0
hsa-let-7g,ENSG00000123388,1.0
hsa-let-7i,ENSG00000123388,1.0
hsa-let-7b,ENSG00000153936,1.0
hsa-let-7c,ENSG00000153936,1.0
hsa-let-7d,ENSG00000153936,1.0
hsa-let-7e,ENSG00000153936,1.0
hsa-let-7g,ENSG00000153936,1.0
hsa-let-7i,ENSG00000153936,1.0
hsa-let-7b,ENSG00000182054,1.0
hsa-let-7c,ENSG00000182054,1.0
hsa-let-7d,ENSG00000182054,1.0
hsa-let-7e,ENSG00000182054,1.0
hsa-let-7g,ENSG00000182054,1.0
hsa-let-7i,ENSG00000182054,1.0
hsa-let-7b,ENSG00000068885,1.0
hsa-let-7c,ENSG00000068885,1.0
hsa-let-7d,ENSG00000068885,1.0
hsa-let-7e,ENSG00000068885,1.0
hsa-let-7g,ENSG00000068885,1.0
hsa-let-7i,ENSG00000068885,1.0
hsa-let-7b,ENSG00000174498,1.0
hsa-let-7c,ENSG00000174498,1.0
hsa-let-7d,ENSG00000174498,1.0
hsa-let-7e,ENSG00000174498,1.0
hsa-let-7g,ENSG00000174498,1.0
hsa-let-7i,ENSG00000174498,1.0
hsa-let-7b,ENSG00000140443,1.0
hsa-let-7c,ENSG00000140443,1.0
hsa-let-7d,ENSG00000140443,1.0
hsa-let-7e,ENSG00000140443,1.0
hsa-let-7g,ENSG00000140443,1.0
hsa-let-7i,ENSG00000140443,1.0
hsa-let-7b,ENSG00000159217,1.0
hsa-let-7c,ENSG00000159217,1.0
hsa-let-7d,ENSG00000159217,1.0
hsa-let-7e,ENSG00000159217,1.0
hsa-let-7g,ENSG00000159217,1.0
hsa-let-7i,ENSG00000159217,1.0
hsa-let-7b,ENSG00000147255,1.0
hsa-let-7c,ENSG00000147255,1.0
hsa-let-7d,ENSG00000147255,1.0
hsa-let-7e,ENSG00000147255,1.0
hsa-let-7g,ENSG00000147255,1.0
hsa-let-7i,ENSG00000147255,1.0
hsa-let-7b,ENSG00000143061,1.0
hsa-let-7c,ENSG00000143061,1.0
hsa-let-7d,ENSG00000143061,1.0
hsa-let-7e,ENSG00000143061,1.0
hsa-let-7g,ENSG00000143061,1.0
hsa-let-7i,ENSG00000143061,1.0
hsa-let-7b,ENSG00000030419,1.0
hsa-let-7c,ENSG00000030419,1.0
hsa-let-7d,ENSG00000030419,1.0
hsa-let-7e,ENSG00000030419,1.0
hsa-let-7g,ENSG00000030419,1.0
hsa-let-7i,ENSG00000030419,1.0
hsa-let-7b,ENSG00000160712,1.0
hsa-let-7c,ENSG00000160712,1.0
hsa-let-7d,ENSG00000160712,1.0
hsa-let-7e,ENSG00000160712,1.0
hsa-let-7g,ENSG00000160712,1.0
hsa-let-7i,ENSG00000160712,1.0
hsa-let-7b,ENSG00000114933;ENSG00000283510,1.0
hsa-let-7c,ENSG00000114933;ENSG00000283510,1.0
hsa-let-7d,ENSG00000114933;ENSG00000283510,1.0
hsa-let-7e,ENSG00000114933;ENSG00000283510,1.0
hsa-let-7g,ENSG00000114933;ENSG00000283510,1.0
hsa-let-7i,ENSG00000114933;ENSG00000283510,1.0
hsa-let-7b,ENSG00000068383,1.0
hsa-let-7c,ENSG00000068383,1.0
hsa-let-7d,ENSG00000068383,1.0
hsa-let-7e,ENSG00000068383,1.0
hsa-let-7g,ENSG00000068383,1.0
hsa-let-7i,ENSG00000068383,1.0
hsa-let-7b,ENSG00000171105,1.0
hsa-let-7c,ENSG00000171105,1.0
hsa-let-7d,ENSG00000171105,1.0
hsa-let-7e,ENSG00000171105,1.0
hsa-let-7g,ENSG00000171105,1.0
hsa-let-7i,ENSG00000171105,1.0
hsa-let-7b,ENSG00000108506,1.0
hsa-let-7c,ENSG00000108506,1.0
hsa-let-7d,ENSG00000108506,1.0
hsa-let-7e,ENSG00000108506,1.0
hsa-let-7g,ENSG00000108506,1.0
hsa-let-7i,ENSG00000108506,1.0
hsa-let-7b,ENSG00000205339,1.0
hsa-let-7c,ENSG00000205339,1.0
hsa-let-7d,ENSG00000205339,1.0
hsa-let-7e,ENSG00000205339,1.0
hsa-let-7g,ENSG00000205339,1.0
hsa-let-7i,ENSG00000205339,1.0
hsa-let-7b,ENSG00000198700,1.0
hsa-let-7c,ENSG00000198700,1.0
hsa-let-7d,ENSG00000198700,1.0
hsa-let-7e,ENSG00000198700,1.0
hsa-let-7g,ENSG00000198700,1.0
hsa-let-7i,ENSG00000198700,1.0
hsa-let-7b,ENSG00000160051,1.0
hsa-let-7c,ENSG00000160051,1.0
hsa-let-7d,ENSG00000160051,1.0
hsa-let-7e,ENSG00000160051,1.0
hsa-let-7g,ENSG00000160051,1.0
hsa-let-7i,ENSG00000160051,1.0
hsa-let-7b,ENSG00000167378,1.0
hsa-let-7c,ENSG00000167378,1.0
hsa-let-7d,ENSG00000167378,1.0
hsa-let-7e,ENSG00000167378,1.0
hsa-let-7g,ENSG00000167378,1.0
hsa-let-7i,ENSG00000167378,1.0
hsa-let-7b,ENSG00000185950,1.0
hsa-let-7c,ENSG00000185950,1.0
hsa-let-7d,ENSG00000185950,1.0
hsa-let-7e,ENSG00000185950,1.0
hsa-let-7g,ENSG00000185950,1.0
hsa-let-7i,ENSG00000185950,1.0
hsa-let-7b,ENSG00000165898,1.0
